time,ax,ay,az,fx,fy,fz,tx,ty,tz
9572,-1.87195,0,-8.91216,-0.333723,-1.89928,-4.77081,-0.218185,-0.161168,0.171149
9573,-1.87386,0,-8.91113,-0.321782,-1.92842,-4.76931,-0.217786,-0.158103,0.17377
9574,-1.87578,0,-8.9101,-0.310417,-1.95398,-4.76985,-0.217081,-0.15563,0.176624
9575,-1.87769,0,-8.90907,-0.299662,-1.98166,-4.76083,-0.216764,-0.153977,0.178963
9576,-1.8796,0,-8.90804,-0.290185,-2.00606,-4.75508,-0.21659,-0.152327,0.181926
9577,-1.88151,0,-8.90701,-0.277537,-2.02934,-4.74733,-0.216242,-0.151558,0.185151
9578,-1.88342,0,-8.90598,-0.264859,-2.0511,-4.7432,-0.215991,-0.150875,0.188517
9579,-1.88533,0,-8.90495,-0.250307,-2.07191,-4.74112,-0.21597,-0.150032,0.191521
9580,-1.88724,0,-8.90392,-0.236189,-2.09054,-4.74408,-0.217032,-0.14879,0.193374
9581,-1.88915,0,-8.90289,-0.219517,-2.10735,-4.75257,-0.218921,-0.14712,0.19314
9582,-1.89105,0,-8.90186,-0.203678,-2.12164,-4.76931,-0.220973,-0.144986,0.192071
9583,-1.89296,0,-8.90083,-0.18688,-2.13603,-4.78781,-0.223421,-0.142905,0.190211
9584,-1.89486,0,-8.89981,-0.168935,-2.15058,-4.80592,-0.225782,-0.140824,0.187416
9585,-1.89677,0,-8.89878,-0.152268,-2.16487,-4.82519,-0.227559,-0.138679,0.185408
9586,-1.89867,0,-8.89775,-0.135963,-2.18028,-4.83782,-0.228942,-0.137004,0.183429
9587,-1.90057,0,-8.89672,-0.124251,-2.19305,-4.85514,-0.230242,-0.135049,0.182905
9588,-1.90247,0,-8.89569,-0.109411,-2.2069,-4.86636,-0.231608,-0.133997,0.182224
9589,-1.90437,0,-8.89467,-0.0910063,-2.22486,-4.87105,-0.234076,-0.132877,0.179993
9590,-1.90627,0,-8.89364,-0.074836,-2.23459,-4.89591,-0.235745,-0.131058,0.178557
9591,-1.90817,0,-8.89261,-0.0552577,-2.24726,-4.91403,-0.237182,-0.130128,0.175745
9592,-1.91007,0,-8.89159,-0.0430949,-2.26502,-4.92628,-0.23979,-0.128309,0.172332
9593,-1.91196,0,-8.89056,-0.0333666,-2.27684,-4.9486,-0.240891,-0.126277,0.16921
9594,-1.91386,0,-8.88953,-0.0157472,-2.29129,-4.96662,-0.241438,-0.12493,0.16608
9595,-1.91575,0,-8.88851,0.00341507,-2.3097,-4.97796,-0.242715,-0.124068,0.162288
9596,-1.91765,0,-8.88748,0.0138236,-2.32515,-4.99188,-0.241312,-0.122058,0.162597
9597,-1.91954,0,-8.88646,0.0208325,-2.3432,-4.99847,-0.239156,-0.120929,0.165308
9598,-1.92143,0,-8.88543,0.0387187,-2.36881,-4.98742,-0.235238,-0.120035,0.167418
9599,-1.92332,0,-8.88441,0.0491349,-2.39347,-4.97244,-0.229318,-0.119882,0.173913
9600,-1.92521,0,-8.88338,0.0632572,-2.42367,-4.94272,-0.223359,-0.120591,0.180256
9601,-1.9271,0,-8.88236,0.0759079,-2.4589,-4.90066,-0.212169,-0.120087,0.191007
9602,-1.92899,0,-8.88133,0.0960817,-2.50487,-4.8431,-0.200825,-0.121143,0.200422
9603,-1.93088,0,-8.88031,0.105871,-2.55584,-4.77528,-0.190105,-0.122396,0.212444
9604,-1.93276,0,-8.87929,0.130392,-2.61312,-4.6891,-0.181278,-0.123695,0.21915
9605,-1.93465,0,-8.87826,0.15867,-2.67638,-4.59001,-0.168258,-0.125276,0.230805
9606,-1.93653,0,-8.87724,0.194947,-2.76053,-4.45833,-0.150591,-0.127576,0.244562
9607,-1.93842,0,-8.87622,0.237541,-2.86034,-4.29169,-0.13258,-0.130146,0.25936
9608,-1.9403,0,-8.87519,0.297755,-2.97713,-4.08018,-0.114963,-0.133757,0.27398
9609,-1.94218,0,-8.87417,0.367947,-3.09624,-3.84981,-0.0973402,-0.138225,0.289842
9610,-1.94406,0,-8.87315,0.449975,-3.21924,-3.59878,-0.0788652,-0.143179,0.305911
9611,-1.94594,0,-8.87213,0.533572,-3.33831,-3.33928,-0.0626538,-0.148586,0.319571
9612,-1.94782,0,-8.8711,0.614514,-3.44937,-3.08181,-0.0489441,-0.153942,0.330688
9613,-1.9497,0,-8.87008,0.698141,-3.55664,-2.81781,-0.0351008,-0.159516,0.342645
9614,-1.95158,0,-8.86906,0.788075,-3.66092,-2.54602,-0.0212181,-0.165927,0.355484
9615,-1.95345,0,-8.86804,0.886903,-3.76648,-2.25976,-0.00603785,-0.172663,0.370259
9616,-1.95533,0,-8.86702,0.987658,-3.86133,-1.98148,0.0079993,-0.180286,0.385326
9617,-1.9572,0,-8.866,1.07996,-3.93359,-1.74307,0.0177394,-0.187158,0.395025
9618,-1.95908,0,-8.86498,1.16375,-3.98334,-1.5504,0.0246918,-0.192621,0.40092
9619,-1.96095,0,-8.86396,1.23197,-4.00845,-1.40125,0.0267637,-0.197258,0.402736
9620,-1.96282,0,-8.86294,1.29414,-4.02208,-1.27786,0.0277248,-0.200955,0.402727
9621,-1.96469,0,-8.86192,1.35146,-4.02657,-1.17433,0.0272617,-0.204125,0.400778
9622,-1.96656,0,-8.8609,1.4044,-4.02792,-1.08322,0.0276483,-0.206664,0.399064
9623,-1.96843,0,-8.85988,1.45061,-4.02321,-1.01054,0.02666,-0.20884,0.395537
9624,-1.9703,0,-8.85886,1.49226,-4.01584,-0.946792,0.0246133,-0.210503,0.390384
9625,-1.97217,0,-8.85784,1.52995,-4.00482,-0.895133,0.0232604,-0.211756,0.386737
9626,-1.97403,0,-8.85682,1.56672,-3.99417,-0.849496,0.0232508,-0.212653,0.384323
9627,-1.9759,0,-8.8558,1.5975,-3.98253,-0.810391,0.0230523,-0.21325,0.381953
9628,-1.97776,0,-8.85479,1.62133,-3.96199,-0.794292,0.0211807,-0.213322,0.378556
9629,-1.97963,0,-8.85377,1.64568,-3.93386,-0.804121,0.0191155,-0.212777,0.374449
9630,-1.98149,0,-8.85275,1.66209,-3.90941,-0.810944,0.017556,-0.212247,0.371085
9631,-1.98335,0,-8.85173,1.67892,-3.88841,-0.815858,0.0160696,-0.211518,0.367552
9632,-1.98521,0,-8.85072,1.69979,-3.87692,-0.810333,0.0167498,-0.210694,0.36506
9633,-1.98707,0,-8.8497,1.71394,-3.86441,-0.806338,0.017059,-0.209992,0.363549
9634,-1.98893,0,-8.84868,1.72212,-3.84411,-0.81333,0.0162963,-0.209437,0.363117
9635,-1.99079,0,-8.84767,1.73442,-3.82115,-0.827083,0.0149583,-0.208894,0.362236
9636,-1.99265,0,-8.84665,1.75039,-3.80869,-0.827932,0.0164856,-0.208573,0.363079
9637,-1.99451,0,-8.84563,1.76273,-3.79812,-0.826463,0.0183809,-0.208379,0.364876
9638,-1.99636,0,-8.84462,1.77314,-3.78448,-0.830051,0.019238,-0.208188,0.365924
9639,-1.99822,0,-8.8436,1.78848,-3.78294,-0.80922,0.0214805,-0.208679,0.367114
9640,-2.00007,0,-8.84259,1.80215,-3.78596,-0.779061,0.0246556,-0.209372,0.36905
9641,-2.00193,0,-8.84157,1.82121,-3.79943,-0.727785,0.0296464,-0.210538,0.371626
9642,-2.00378,0,-8.84056,1.84107,-3.82311,-0.645374,0.0350083,-0.212769,0.375989
9643,-2.00563,0,-8.83954,1.87045,-3.86035,-0.530734,0.0410417,-0.215597,0.37936
9644,-2.00748,0,-8.83853,1.90411,-3.90897,-0.384831,0.0482812,-0.219566,0.384054
9645,-2.00933,0,-8.83751,1.94613,-3.9735,-0.190382,0.0570445,-0.224677,0.391293
9646,-2.01118,0,-8.8365,1.99303,-4.04365,0.0367253,0.0658015,-0.231082,0.400506
9647,-2.01303,0,-8.83549,2.05334,-4.11867,0.293734,0.0746919,-0.238836,0.411914
9648,-2.01487,0,-8.83447,2.1196,-4.18858,0.553634,0.0834331,-0.247431,0.425174
9649,-2.01672,0,-8.83346,2.18608,-4.24989,0.803698,0.0920274,-0.256077,0.438874
9650,-2.01857,0,-8.83245,2.2459,-4.29856,1.03623,0.0993486,-0.264809,0.453696
9651,-2.02041,0,-8.83143,2.29659,-4.33135,1.24046,0.105339,-0.273648,0.470416
9652,-2.02225,0,-8.83042,2.33225,-4.34823,1.42228,0.108418,-0.28273,0.488582
9653,-2.0241,0,-8.82941,2.36719,-4.35821,1.59052,0.109896,-0.291452,0.504419
9654,-2.02594,0,-8.8284,2.40787,-4.36495,1.74672,0.11045,-0.29898,0.515588
9655,-2.02778,0,-8.82739,2.45392,-4.37155,1.89491,0.110709,-0.305199,0.522109
9656,-2.02962,0,-8.82637,2.50144,-4.37684,2.03304,0.110441,-0.310428,0.524837
9657,-2.03146,0,-8.82536,2.5492,-4.38035,2.16193,0.110069,-0.314704,0.525146
9658,-2.0333,0,-8.82435,2.59408,-4.37567,2.26805,0.109368,-0.318134,0.524708
9659,-2.03514,0,-8.82334,2.63905,-4.36605,2.35586,0.108717,-0.320564,0.523024
9660,-2.03697,0,-8.82233,2.68405,-4.35247,2.42814,0.107938,-0.32249,0.520202
9661,-2.03881,0,-8.82132,2.72763,-4.33585,2.48806,0.106752,-0.323971,0.516241
9662,-2.04064,0,-8.82031,2.76793,-4.31464,2.5362,0.105263,-0.325037,0.512086
9663,-2.04248,0,-8.8193,2.80492,-4.2874,2.56804,0.103146,-0.32592,0.508015
9664,-2.04431,0,-8.81829,2.83928,-4.2556,2.58972,0.100999,-0.326655,0.504626
9665,-2.04614,0,-8.81728,2.87127,-4.21889,2.59441,0.0982871,-0.327027,0.500877
9666,-2.04797,0,-8.81627,2.90248,-4.18193,2.59548,0.0954672,-0.327187,0.496776
9667,-2.0498,0,-8.81526,2.93272,-4.14539,2.58989,0.0926061,-0.3271,0.492525
9668,-2.05163,0,-8.81425,2.95786,-4.10922,2.5802,0.0901589,-0.326737,0.489307
9669,-2.05346,0,-8.81324,2.98361,-4.0773,2.57265,0.0882587,-0.326251,0.486083
9670,-2.05529,0,-8.81224,3.00536,-4.04696,2.56193,0.0863187,-0.325654,0.483003
9671,-2.05712,0,-8.81123,3.02428,-4.01682,2.55115,0.0836929,-0.325175,0.479765
9672,-2.05895,0,-8.81022,3.04151,-3.98379,2.53006,0.0810355,-0.324397,0.476353
9673,-2.06077,0,-8.80921,3.05221,-3.94412,2.4816,0.0781708,-0.322697,0.472399
9674,-2.0626,0,-8.80821,3.06515,-3.90999,2.43599,0.075558,-0.320895,0.467574
9675,-2.06442,0,-8.8072,3.07536,-3.8842,2.40526,0.0734481,-0.319301,0.463652
9676,-2.06624,0,-8.80619,3.08546,-3.86661,2.3821,0.0726469,-0.317722,0.460783
9677,-2.06806,0,-8.80518,3.09493,-3.85385,2.36761,0.0727098,-0.316351,0.459075
9678,-2.06989,0,-8.80418,3.10313,-3.84316,2.35564,0.0729921,-0.315052,0.457708
9679,-2.07171,0,-8.80317,3.11132,-3.83396,2.34636,0.0729473,-0.313938,0.456087
9680,-2.07352,0,-8.80217,3.11835,-3.82513,2.33387,0.072457,-0.312724,0.453724
9681,-2.07534,0,-8.80116,3.12552,-3.81714,2.32364,0.0715782,-0.311462,0.450584
9682,-2.07716,0,-8.80015,3.13111,-3.80736,2.30819,0.0700849,-0.31021,0.447304
9683,-2.07898,0,-8.79915,3.13467,-3.79513,2.28949,0.0684287,-0.308967,0.444356
9684,-2.08079,0,-8.79814,3.13831,-3.77976,2.26408,0.0659938,-0.30785,0.441111
9685,-2.08261,0,-8.79714,3.14304,-3.76442,2.23393,0.0637839,-0.306593,0.438057
9686,-2.08442,0,-8.79613,3.14367,-3.74637,2.19223,0.0618691,-0.304918,0.435371
9687,-2.08624,0,-8.79513,3.14395,-3.73093,2.15333,0.0608415,-0.303327,0.433642
9688,-2.08805,0,-8.79413,3.1417,-3.71668,2.11893,0.0600302,-0.302276,0.433409
9689,-2.08986,0,-8.79312,3.14201,-3.70395,2.08516,0.0595101,-0.301321,0.433111
9690,-2.09167,0,-8.79212,3.14027,-3.69013,2.05156,0.0585837,-0.300607,0.433097
9691,-2.09348,0,-8.79111,3.13842,-3.67586,2.02458,0.0572769,-0.300303,0.43331
9692,-2.09529,0,-8.79011,3.13316,-3.65376,1.97418,0.055447,-0.299581,0.432956
9693,-2.0971,0,-8.78911,3.12191,-3.62592,1.90662,0.0534592,-0.298363,0.432998
9694,-2.09891,0,-8.7881,3.11151,-3.59984,1.84354,0.0511887,-0.297181,0.432595
9695,-2.10071,0,-8.7871,3.10203,-3.57647,1.78303,0.0491254,-0.296047,0.432162
9696,-2.10252,0,-8.7861,3.09017,-3.5537,1.72103,0.0473147,-0.294897,0.432099
9697,-2.10433,0,-8.7851,3.07762,-3.53412,1.66479,0.045789,-0.293895,0.432346
9698,-2.10613,0,-8.7841,3.06441,-3.5152,1.6112,0.0445211,-0.293165,0.433746
9699,-2.10793,0,-8.78309,3.05049,-3.49515,1.55988,0.0428299,-0.292591,0.435549
9700,-2.10974,0,-8.78209,3.03657,-3.47122,1.49402,0.0408531,-0.291507,0.435672
9701,-2.11154,0,-8.78109,3.01458,-3.44181,1.4138,0.0376457,-0.289703,0.434992
9702,-2.11334,0,-8.78009,2.99083,-3.40966,1.32014,0.034344,-0.287626,0.434049
9703,-2.11514,0,-8.77909,2.96144,-3.37502,1.21759,0.0309275,-0.285073,0.433235
9704,-2.11694,0,-8.77809,2.93235,-3.34298,1.12174,0.0272401,-0.282786,0.43236
9705,-2.11874,0,-8.77709,2.90256,-3.31357,1.03282,0.0233458,-0.280662,0.431659
9706,-2.12053,0,-8.77609,2.87568,-3.29121,0.95693,0.0200046,-0.278754,0.431364
9707,-2.12233,0,-8.77509,2.84996,-3.26914,0.884012,0.0163267,-0.277144,0.430632
9708,-2.12413,0,-8.77409,2.82072,-3.24394,0.797216,0.0128297,-0.274817,0.429757
9709,-2.12592,0,-8.77309,2.79027,-3.21779,0.705481,0.00962075,-0.272511,0.429627
9710,-2.12771,0,-8.77209,2.75604,-3.19216,0.608502,0.00635757,-0.269673,0.428499
9711,-2.12951,0,-8.77109,2.72066,-3.16711,0.510267,0.00283342,-0.26677,0.426937
9712,-2.1313,0,-8.77009,2.68086,-3.13792,0.399307,-0.00210574,-0.263546,0.423556
9713,-2.13309,0,-8.76909,2.63341,-3.10187,0.271011,-0.00835304,-0.259758,0.419407
9714,-2.13488,0,-8.7681,2.58606,-3.06289,0.131081,-0.0151767,-0.255624,0.414058
9715,-2.13667,0,-8.7671,2.535,-3.02422,-0.010121,-0.0221877,-0.251233,0.408959
9716,-2.13846,0,-8.7661,2.48635,-2.98832,-0.148074,-0.0289497,-0.247062,0.404082
9717,-2.14025,0,-8.7651,2.43469,-2.95218,-0.291001,-0.0360614,-0.242798,0.399082
9718,-2.14204,0,-8.76411,2.37918,-2.91338,-0.442476,-0.0436006,-0.238285,0.39397
9719,-2.14382,0,-8.76311,2.32417,-2.8736,-0.597733,-0.0512612,-0.233787,0.389013
9720,-2.14561,0,-8.76211,2.26886,-2.8336,-0.753819,-0.0597065,-0.229419,0.38409
9721,-2.14739,0,-8.76111,2.21834,-2.79399,-0.905711,-0.0689867,-0.225512,0.378722
9722,-2.14918,0,-8.76012,2.17028,-2.75412,-1.05979,-0.079188,-0.221611,0.371719
9723,-2.15096,0,-8.75912,2.12124,-2.7147,-1.21373,-0.090205,-0.217607,0.363606
9724,-2.15274,0,-8.75813,2.07146,-2.67516,-1.37101,-0.101547,-0.213359,0.354443
9725,-2.15453,0,-8.75713,2.02201,-2.63801,-1.52654,-0.112728,-0.209145,0.345264
9726,-2.15631,0,-8.75613,1.97251,-2.60343,-1.68156,-0.124128,-0.204842,0.335218
9727,-2.15809,0,-8.75514,1.9234,-2.57392,-1.82948,-0.13487,-0.2004,0.324981
9728,-2.15987,0,-8.75414,1.87349,-2.54726,-1.97365,-0.145171,-0.196027,0.315272
9729,-2.16164,0,-8.75315,1.82789,-2.52477,-2.10825,-0.154853,-0.192067,0.306736
9730,-2.16342,0,-8.75215,1.78486,-2.50224,-2.24487,-0.164531,-0.188743,0.299295
9731,-2.1652,0,-8.75116,1.7475,-2.48273,-2.37724,-0.174422,-0.185389,0.290658
9732,-2.16697,0,-8.75017,1.71165,-2.46155,-2.51622,-0.18362,-0.182101,0.282267
9733,-2.16875,0,-8.74917,1.6759,-2.44142,-2.65487,-0.193149,-0.179077,0.273858
9734,-2.17052,0,-8.74818,1.64104,-2.42261,-2.79576,-0.202464,-0.175695,0.264011
9735,-2.1723,0,-8.74718,1.60363,-2.40625,-2.92909,-0.211683,-0.172433,0.25481
9736,-2.17407,0,-8.74619,1.56913,-2.39237,-3.05568,-0.219742,-0.169415,0.245899
9737,-2.17584,0,-8.7452,1.53145,-2.37926,-3.17821,-0.226859,-0.166582,0.239104
9738,-2.17761,0,-8.74421,1.50011,-2.37068,-3.28876,-0.232988,-0.164338,0.232532
9739,-2.17938,0,-8.74321,1.46579,-2.36123,-3.39986,-0.238862,-0.162055,0.225884
9740,-2.18115,0,-8.74222,1.42751,-2.35019,-3.51261,-0.244463,-0.159381,0.219059
9741,-2.18292,0,-8.74123,1.38645,-2.3385,-3.62609,-0.250094,-0.156481,0.211582
9742,-2.18469,0,-8.74024,1.3444,-2.32612,-3.73965,-0.255351,-0.153318,0.203802
9743,-2.18645,0,-8.73924,1.30214,-2.31321,-3.85002,-0.259867,-0.1503,0.19671
9744,-2.18822,0,-8.73825,1.25948,-2.30242,-3.95072,-0.263949,-0.147567,0.191106
9745,-2.18998,0,-8.73726,1.22015,-2.29218,-4.044,-0.267319,-0.145531,0.186575
9746,-2.19175,0,-8.73627,1.18276,-2.28475,-4.12781,-0.270238,-0.143621,0.182817
9747,-2.19351,0,-8.73528,1.14698,-2.27603,-4.20873,-0.272598,-0.142282,0.180919
9748,-2.19527,0,-8.73429,1.11629,-2.2697,-4.27987,-0.274609,-0.141654,0.179671
9749,-2.19704,0,-8.7333,1.08352,-2.26252,-4.34583,-0.276453,-0.140812,0.177988
9750,-2.1988,0,-8.73231,1.0477,-2.25357,-4.40947,-0.278263,-0.139637,0.17553
9751,-2.20056,0,-8.73132,1.00748,-2.24117,-4.47269,-0.280148,-0.138286,0.172239
9752,-2.20232,0,-8.73033,0.962662,-2.2264,-4.53275,-0.282142,-0.136586,0.167329
9753,-2.20408,0,-8.72934,0.91334,-2.20821,-4.59271,-0.284446,-0.135008,0.16153
9754,-2.20583,0,-8.72835,0.862219,-2.18688,-4.65079,-0.286738,-0.133944,0.155355
9755,-2.20759,0,-8.72736,0.806113,-2.16316,-4.70081,-0.289125,-0.133289,0.148633
9756,-2.20935,0,-8.72637,0.745232,-2.13573,-4.73577,-0.291138,-0.13439,0.143431
9757,-2.2111,0,-8.72538,0.682344,-2.10366,-4.75582,-0.292824,-0.138252,0.140522
9758,-2.21286,0,-8.7244,0.619754,-2.07133,-4.76342,-0.294406,-0.143625,0.138716
9759,-2.21461,0,-8.72341,0.555679,-2.03506,-4.7643,-0.295879,-0.149958,0.137506
9760,-2.21636,0,-8.72242,0.486135,-1.99531,-4.75963,-0.297493,-0.157052,0.136742
9761,-2.21812,0,-8.72143,0.415916,-1.95194,-4.75778,-0.299183,-0.163281,0.134773
9762,-2.21987,0,-8.72044,0.341829,-1.90666,-4.75616,-0.300847,-0.168624,0.13203
9763,-2.22162,0,-8.71946,0.265546,-1.85833,-4.76339,-0.302421,-0.172217,0.12837
9764,-2.22337,0,-8.71847,0.189227,-1.811,-4.7681,-0.303921,-0.175369,0.123961
9765,-2.22512,0,-8.71748,0.111091,-1.7627,-4.77115,-0.305257,-0.178787,0.119989
9766,-2.22686,0,-8.7165,0.0328168,-1.71535,-4.77137,-0.306521,-0.182096,0.114972
9767,-2.22861,0,-8.71551,-0.0498156,-1.66536,-4.76904,-0.307877,-0.185817,0.109193
9768,-2.23036,0,-8.71452,-0.135019,-1.61534,-4.76475,-0.309343,-0.188582,0.101761
9769,-2.2321,0,-8.71354,-0.221786,-1.55843,-4.76488,-0.31068,-0.19252,0.0965619
9770,-2.23385,0,-8.71255,-0.30343,-1.49714,-4.77162,-0.312056,-0.196247,0.0919604
9771,-2.23559,0,-8.71157,-0.383108,-1.43478,-4.7789,-0.31351,-0.200048,0.0886003
9772,-2.23734,0,-8.71058,-0.45574,-1.37372,-4.78576,-0.315066,-0.203938,0.085033
9773,-2.23908,0,-8.7096,-0.524439,-1.31361,-4.79139,-0.31675,-0.207338,0.0800416
9774,-2.24082,0,-8.70861,-0.590816,-1.25305,-4.79663,-0.318484,-0.210428,0.073864
9775,-2.24256,0,-8.70763,-0.659609,-1.18768,-4.80665,-0.320207,-0.21259,0.0668018
9776,-2.2443,0,-8.70664,-0.72724,-1.12237,-4.81236,-0.322257,-0.215197,0.057734
9777,-2.24604,0,-8.70566,-0.79847,-1.05247,-4.82276,-0.324866,-0.217113,0.0469738
9778,-2.24778,0,-8.70467,-0.868603,-0.976149,-4.83274,-0.327796,-0.219338,0.0355205
9779,-2.24952,0,-8.70369,-0.931918,-0.897976,-4.8418,-0.330754,-0.22095,0.0242948
9780,-2.25125,0,-8.70271,-0.990179,-0.818062,-4.85149,-0.333553,-0.222486,0.014562
9781,-2.25299,0,-8.70172,-1.04217,-0.739155,-4.86054,-0.335768,-0.223822,0.00585435
9782,-2.25472,0,-8.70074,-1.09141,-0.665768,-4.86847,-0.338201,-0.225226,-0.00364439
9783,-2.25646,0,-8.69976,-1.1375,-0.593815,-4.87624,-0.340565,-0.227296,-0.0141419
9784,-2.25819,0,-8.69878,-1.18221,-0.52484,-4.88607,-0.342822,-0.22932,-0.0248789
9785,-2.25993,0,-8.69779,-1.22452,-0.457275,-4.89526,-0.344882,-0.231169,-0.0348964
9786,-2.26166,0,-8.69681,-1.26223,-0.391848,-4.90433,-0.346419,-0.232297,-0.0431985
9787,-2.26339,0,-8.69583,-1.29533,-0.33088,-4.90874,-0.347696,-0.233041,-0.0499824
9788,-2.26512,0,-8.69485,-1.31955,-0.274976,-4.90391,-0.3481,-0.234191,-0.0539902
9789,-2.26685,0,-8.69387,-1.33635,-0.227228,-4.89397,-0.347728,-0.23575,-0.0559159
9790,-2.26858,0,-8.69289,-1.34289,-0.190774,-4.88054,-0.346216,-0.237466,-0.0569137
9791,-2.27031,0,-8.6919,-1.34109,-0.163083,-4.86643,-0.343206,-0.238776,-0.056695
9792,-2.27203,0,-8.69092,-1.33048,-0.145157,-4.85345,-0.339221,-0.23941,-0.0560879
9793,-2.27376,0,-8.68994,-1.31401,-0.136139,-4.84357,-0.334778,-0.239185,-0.0555255
9794,-2.27549,0,-8.68896,-1.29127,-0.130439,-4.83434,-0.329845,-0.2386,-0.0546035
9795,-2.27721,0,-8.68798,-1.26474,-0.129955,-4.82732,-0.324714,-0.237426,-0.053178
9796,-2.27893,0,-8.687,-1.23355,-0.134681,-4.82037,-0.319295,-0.237054,-0.0503143
9797,-2.28066,0,-8.68602,-1.19626,-0.148376,-4.81615,-0.313716,-0.236793,-0.0468189
9798,-2.28238,0,-8.68504,-1.15331,-0.167987,-4.81517,-0.308003,-0.236509,-0.0435983
9799,-2.2841,0,-8.68406,-1.11017,-0.192165,-4.81285,-0.303007,-0.23698,-0.0409396
9800,-2.28582,0,-8.68309,-1.06802,-0.21939,-4.8113,-0.298324,-0.237589,-0.038464
9801,-2.28754,0,-8.68211,-1.02958,-0.247768,-4.81049,-0.294224,-0.238396,-0.0364024
9802,-2.28926,0,-8.68113,-0.993728,-0.277569,-4.80976,-0.290738,-0.239392,-0.0347473
9803,-2.29098,0,-8.68015,-0.962764,-0.307095,-4.81151,-0.287564,-0.240601,-0.0326516
9804,-2.2927,0,-8.67917,-0.934342,-0.339069,-4.80858,-0.284962,-0.242743,-0.0305906
9805,-2.29442,0,-8.67819,-0.909907,-0.371674,-4.80347,-0.282883,-0.245703,-0.0281372
9806,-2.29613,0,-8.67722,-0.89237,-0.403005,-4.79792,-0.281195,-0.248593,-0.0249001
9807,-2.29785,0,-8.67624,-0.878026,-0.43178,-4.78896,-0.279766,-0.25263,-0.0215252
9808,-2.29956,0,-8.67526,-0.868684,-0.45986,-4.77791,-0.27866,-0.256287,-0.018511
9809,-2.30128,0,-8.67428,-0.867343,-0.486611,-4.76408,-0.278039,-0.260239,-0.0151194
9810,-2.30299,0,-8.67331,-0.875767,-0.509618,-4.74865,-0.27782,-0.264488,-0.0116495
9811,-2.3047,0,-8.67233,-0.894487,-0.531063,-4.72401,-0.278126,-0.269672,-0.00854415
9812,-2.30641,0,-8.67135,-0.923073,-0.547875,-4.69515,-0.278411,-0.27503,-0.00486468
9813,-2.30813,0,-8.67038,-0.964198,-0.559148,-4.66781,-0.278326,-0.280011,0.00104331
9814,-2.30984,0,-8.6694,-1.01243,-0.566425,-4.63996,-0.277859,-0.285048,0.00793435
9815,-2.31154,0,-8.66843,-1.06878,-0.576759,-4.60477,-0.27742,-0.289143,0.0146472
9816,-2.31325,0,-8.66745,-1.13585,-0.579346,-4.56981,-0.277137,-0.293915,0.0235703
9817,-2.31496,0,-8.66648,-1.21495,-0.575418,-4.53178,-0.27711,-0.299979,0.0344775
9818,-2.31667,0,-8.6655,-1.30111,-0.566608,-4.49505,-0.277371,-0.305583,0.0443622
9819,-2.31837,0,-8.66453,-1.40425,-0.549478,-4.46101,-0.277368,-0.310825,0.0575764
9820,-2.32008,0,-8.66355,-1.50795,-0.533224,-4.4285,-0.277627,-0.315596,0.070712
9821,-2.32178,0,-8.66258,-1.61156,-0.520535,-4.38698,-0.277852,-0.320688,0.0841232
9822,-2.32349,0,-8.6616,-1.72263,-0.502046,-4.34741,-0.278132,-0.326157,0.099495
9823,-2.32519,0,-8.66063,-1.84396,-0.47629,-4.31089,-0.278477,-0.332266,0.117386
9824,-2.32689,0,-8.65965,-1.97006,-0.446661,-4.27428,-0.27916,-0.338567,0.135722
9825,-2.32859,0,-8.65868,-2.09581,-0.416697,-4.23869,-0.280396,-0.344021,0.15205
9826,-2.3303,0,-8.65771,-2.22143,-0.385457,-4.20902,-0.281972,-0.348402,0.167505
9827,-2.332,0,-8.65673,-2.34018,-0.352742,-4.18611,-0.284305,-0.353579,0.182974
9828,-2.33369,0,-8.65576,-2.45023,-0.324412,-4.16516,-0.286542,-0.357276,0.195353
9829,-2.33539,0,-8.65479,-2.55815,-0.296885,-4.14431,-0.288492,-0.360859,0.20714
9830,-2.33709,0,-8.65382,-2.66147,-0.275536,-4.11592,-0.289845,-0.363267,0.217612
9831,-2.33879,0,-8.65284,-2.75888,-0.257625,-4.08664,-0.290822,-0.365119,0.227449
9832,-2.34048,0,-8.65187,-2.84815,-0.239032,-4.06775,-0.292427,-0.367482,0.237518
9833,-2.34218,0,-8.6509,-2.92784,-0.220547,-4.06239,-0.294394,-0.369435,0.24748
9834,-2.34387,0,-8.64993,-2.99977,-0.206061,-4.05747,-0.296477,-0.370752,0.257009
9835,-2.34557,0,-8.64896,-3.06131,-0.192982,-4.06004,-0.299099,-0.371592,0.264729
9836,-2.34726,0,-8.64799,-3.1163,-0.179918,-4.07612,-0.302254,-0.371116,0.271437
9837,-2.34895,0,-8.64702,-3.16017,-0.171915,-4.09241,-0.305268,-0.369847,0.276053
9838,-2.35064,0,-8.64604,-3.19761,-0.168162,-4.11096,-0.307872,-0.366586,0.278502
9839,-2.35233,0,-8.64507,-3.23127,-0.170959,-4.12259,-0.309999,-0.362032,0.27988
9840,-2.35402,0,-8.6441,-3.2599,-0.175214,-4.13465,-0.311815,-0.357348,0.28008
9841,-2.35571,0,-8.64313,-3.28412,-0.182666,-4.14601,-0.313535,-0.352054,0.280094
9842,-2.3574,0,-8.64216,-3.29948,-0.191282,-4.16268,-0.315231,-0.347296,0.280688
