time,a_x,a_y,a_z,F_x,F_y,F_z,T_x,T_y,T_z,z_1,z_2,z_3,z_4,z_5,z_6
3071022,-0.198967,0.0305332,0.948581,11.8266,-1.1929,1.66225,0.439698,-0.576807,-0.149303,10.0075,-0.913739,10.335,0.427414,-0.656849,-0.149303
3071410,-0.328651,0.0578819,0.936846,11.8338,-1.1929,1.66436,0.439698,-0.576492,-0.149303,8.82893,-0.663692,10.2299,0.416412,-0.708705,-0.149303
3072456,-0.320961,0.0578818,0.939116,12.1845,-1.04631,1.65901,0.438196,-0.57085,-0.148967,9.24999,-0.517101,10.2453,0.414911,-0.699969,-0.148967
3073878,-0.31327,0.0578816,0.941386,12.2928,-0.671139,1.64217,0.433572,-0.567369,-0.151823,9.42858,-0.141932,10.2492,0.410287,-0.693394,-0.151823
3075309,-0.305579,0.0578815,0.943656,11.9942,-0.306761,1.67942,0.427626,-0.569181,-0.152234,9.20035,0.222444,10.3072,0.404341,-0.692112,-0.152234
3075341,-0.367374,0.0880866,0.93421,12.0014,-0.306761,1.68153,0.427626,-0.568866,-0.152234,8.64253,0.498608,10.2229,0.39219,-0.716656,-0.152234
3076752,-0.359684,0.0880864,0.93648,11.6092,-0.278842,1.71085,0.42487,-0.57237,-0.150728,8.32059,0.526525,10.273,0.389434,-0.717066,-0.150728
3078185,-0.351993,0.0880863,0.93875,11.1858,-0.272032,1.71238,0.423245,-0.578226,-0.149321,7.96751,0.533334,10.2953,0.387809,-0.719829,-0.149321
3079281,-0.385633,0.0946299,0.937009,11.1929,-0.272032,1.7145,0.423245,-0.577911,-0.149321,7.66712,0.593161,10.2815,0.385176,-0.733046,-0.149321
3079604,-0.377942,0.0946297,0.93928,11.0865,-0.0248527,1.7203,0.418145,-0.57941,-0.148689,7.63099,0.840339,10.3081,0.380077,-0.731452,-0.148689
3079900,-0.377942,0.0946297,0.93928,11.0865,-0.0248527,1.7203,0.418145,-0.57941,-0.148689,7.63099,0.840339,10.3081,0.380077,-0.731452,-0.148689
3081071,-0.370348,0.0946295,0.941585,11.1013,0.106762,1.71376,0.413591,-0.581068,-0.149572,7.71521,0.971952,10.3226,0.375523,-0.730055,-0.149572
3082500,-0.362753,0.0946292,0.94389,11.2209,0.194046,1.6721,0.409231,-0.579786,-0.151445,7.90425,1.05923,10.302,0.371163,-0.725717,-0.151445
3083203,-0.222035,0.0264477,0.931306,11.228,0.194046,1.67425,0.409231,-0.579475,-0.151445,9.19791,0.435855,10.1891,0.398591,-0.668796,-0.151445
3083918,-0.21444,0.0264474,0.933612,11.2129,0.308223,1.69895,0.404925,-0.580268,-0.152406,9.2523,0.550029,10.2349,0.394285,-0.666535,-0.152406
3085353,-0.206845,0.0264471,0.935917,11.0572,0.123907,1.72726,0.404149,-0.583208,-0.151899,9.16607,0.365711,10.2843,0.39351,-0.66642,-0.151899
3086797,-0.199251,0.0264469,0.938222,11.0751,-0.231166,1.7272,0.406057,-0.584093,-0.14941,9.25333,0.0106355,10.3053,0.395418,-0.664249,-0.14941
3087133,-0.251959,-0.0539437,0.928262,11.0821,-0.231166,1.72935,0.406057,-0.583781,-0.14941,8.7785,-0.72437,10.2164,0.427758,-0.685142,-0.14941
3088206,-0.244365,-0.053944,0.930567,11.2621,-0.544152,1.72222,0.409371,-0.583157,-0.149345,9.02793,-1.03736,10.2303,0.431072,-0.681462,-0.149345
3089647,-0.23677,-0.0539443,0.932872,11.613,-0.595784,1.70781,0.40987,-0.579614,-0.151253,9.44828,-1.08899,10.237,0.431571,-0.674864,-0.151253
3090034,-0.23677,-0.0539443,0.932872,11.613,-0.595784,1.70781,0.40987,-0.579614,-0.151253,9.44828,-1.08899,10.237,0.431571,-0.674864,-0.151253
3091066,-0.22905,-0.0539441,0.935282,11.9173,-0.620131,1.72663,0.410245,-0.57434,-0.149676,9.82308,-1.11334,10.2778,0.431946,-0.666484,-0.149676
3091069,-0.263641,-0.0713619,0.940885,11.9245,-0.620131,1.72888,0.410245,-0.574023,-0.149676,9.51401,-1.27259,10.3313,0.438953,-0.680083,-0.149676
3092493,-0.25592,-0.0713616,0.943295,11.8074,-0.914501,1.71184,0.41491,-0.5761,-0.152572,9.46753,-1.56695,10.3363,0.443618,-0.679054,-0.152572
3093945,-0.2482,-0.0713614,0.945704,11.8372,-1.09009,1.72168,0.418412,-0.574083,-0.151493,9.56798,-1.74254,10.3682,0.44712,-0.673931,-0.151493
3095036,-0.350682,0.0281184,0.934788,11.8444,-1.09009,1.72393,0.418412,-0.573766,-0.151493,8.63819,-0.833001,10.2706,0.407101,-0.714842,-0.151493
3095374,-0.342962,0.0281186,0.937198,11.8442,-1.18939,1.73818,0.421414,-0.574658,-0.149847,8.70852,-0.932302,10.3069,0.410102,-0.712628,-0.149847
3096788,-0.335241,0.0281188,0.939607,12.1174,-1.29959,1.69036,0.424889,-0.570248,-0.150811,9.0523,-1.0425,10.2811,0.413577,-0.705112,-0.150811
3098229,-0.327521,0.028119,0.942017,12.3035,-1.12276,1.67367,0.425454,-0.56616,-0.150031,9.30905,-0.865668,10.2865,0.414142,-0.697918,-0.150031
3098959,-0.366489,0.108588,0.93284,12.3107,-1.12276,1.67592,0.425454,-0.565844,-0.150031,8.95996,-0.12995,10.2048,0.38177,-0.713278,-0.150031
3099667,-0.358769,0.108588,0.935249,12.1463,-0.758936,1.68755,0.421535,-0.566168,-0.152664,8.8661,0.233872,10.2385,0.377852,-0.710497,-0.152664
3099792,-0.358769,0.108588,0.935249,12.1463,-0.758936,1.68755,0.421535,-0.566168,-0.152664,8.8661,0.233872,10.2385,0.377852,-0.710497,-0.152664
3101111,-0.351154,0.108588,0.93769,11.8414,-0.683918,1.71897,0.420774,-0.568671,-0.151525,8.63078,0.308892,10.2922,0.377091,-0.709937,-0.151525
3102541,-0.34354,0.108588,0.940132,11.5362,-0.838938,1.72875,0.423239,-0.571841,-0.150306,8.39527,0.153873,10.3243,0.379555,-0.710043,-0.150306
3102958,-0.334892,0.126086,0.930551,11.5433,-0.838938,1.73103,0.423239,-0.571529,-0.150306,8.48144,0.31386,10.239,0.372515,-0.706252,-0.150306
3103958,-0.327278,0.126087,0.932992,11.333,-0.711022,1.77924,0.42154,-0.574691,-0.148494,8.3407,0.441778,10.3095,0.370817,-0.706351,-0.148494
3105407,-0.319663,0.126087,0.935433,11.2484,-0.579347,1.79328,0.419923,-0.576145,-0.147394,8.32571,0.573453,10.3459,0.369199,-0.704742,-0.147394
3106852,-0.312049,0.126087,0.937875,11.2434,-0.544591,1.76843,0.419429,-0.577295,-0.150303,8.39037,0.608211,10.3433,0.368706,-0.702829,-0.150303
3106915,-0.255577,0.0652922,0.9196,11.2505,-0.54459,1.77071,0.419429,-0.576983,-0.150303,8.91379,0.0523707,10.1785,0.393163,-0.679799,-0.150303
3108273,-0.247963,0.0652923,0.922041,11.2932,-0.434517,1.77618,0.416685,-0.576904,-0.151682,9.02606,0.162445,10.2063,0.390418,-0.676657,-0.151682
3109689,-0.240349,0.0652924,0.924483,11.2254,-0.536969,1.78585,0.416045,-0.578628,-0.149951,9.02795,0.0599944,10.2383,0.389778,-0.675318,-0.149951
3109885,-0.240349,0.0652924,0.924483,11.2254,-0.536969,1.78585,0.416045,-0.578628,-0.149951,9.02795,0.0599944,10.2383,0.389778,-0.675318,-0.149951
3110839,-0.234746,0.0233311,0.912513,11.2326,-0.536969,1.7882,0.416045,-0.578314,-0.149951,9.08632,-0.323655,10.1312,0.406659,-0.67275,-0.149951
3111129,-0.227079,0.0233311,0.915037,11.2815,-0.96541,1.80866,0.421549,-0.57879,-0.149729,9.20537,-0.752095,10.1748,0.412163,-0.670141,-0.149729
3112585,-0.219411,0.0233312,0.917561,11.4626,-1.26802,1.81439,0.426175,-0.577493,-0.148809,9.45659,-1.0547,10.2036,0.416789,-0.66576,-0.148809
3113988,-0.211743,0.0233312,0.920085,11.6761,-1.37739,1.80181,0.4292,-0.576227,-0.150408,9.74011,-1.16408,10.2141,0.419814,-0.661409,-0.150408
3114797,-0.261535,0.0142232,0.932585,11.6832,-1.37739,1.80417,0.4292,-0.575912,-0.150408,9.29202,-1.24735,10.3307,0.423478,-0.681125,-0.150408
3115417,-0.253867,0.0142232,0.935109,12.114,-1.45564,1.80341,0.432019,-0.56915,-0.150311,9.79296,-1.3256,10.353,0.426297,-0.671277,-0.150311
3116870,-0.246199,0.0142233,0.937633,12.114,-1.56239,1.80176,0.434865,-0.567956,-0.150529,9.863,-1.43235,10.3745,0.429143,-0.667,-0.150529
3118307,-0.238531,0.0142233,0.940157,11.9404,-1.86371,1.81347,0.440843,-0.569833,-0.152716,9.75953,-1.73367,10.4092,0.435121,-0.665791,-0.152716
3118728,-0.310816,0.123777,0.927144,11.9475,-1.86371,1.81582,0.440843,-0.569518,-0.152716,9.10578,-0.732028,10.2926,0.391049,-0.694556,-0.152716
3119709,-0.303148,0.123777,0.929668,11.9359,-2.04351,1.83537,0.446661,-0.569253,-0.14965,9.16425,-0.91183,10.3353,0.396867,-0.691206,-0.14965
3120182,-0.303148,0.123777,0.929668,11.9359,-2.04351,1.83537,0.446661,-0.569253,-0.14965,9.16425,-0.91183,10.3353,0.396867,-0.691206,-0.14965
3121147,-0.295483,0.123777,0.932259,12.0897,-2.12843,1.80582,0.450977,-0.567766,-0.15064,9.38811,-0.99675,10.3294,0.401183,-0.686635,-0.15064
3122585,-0.287817,0.123777,0.93485,12.4789,-2.0623,1.78461,0.453334,-0.561281,-0.149189,9.8474,-0.930618,10.3319,0.40354,-0.677067,-0.149189
3122673,-0.300694,0.212007,0.924328,12.486,-2.0623,1.78703,0.453334,-0.560967,-0.149189,9.73681,-0.123937,10.2381,0.368046,-0.681933,-0.149189
3124026,-0.293028,0.212007,0.926919,12.6087,-1.72948,1.79226,0.452445,-0.557413,-0.151683,9.92959,0.208878,10.267,0.367157,-0.675295,-0.151683
3125475,-0.285363,0.212007,0.92951,12.358,-1.38648,1.82226,0.449055,-0.558486,-0.151236,9.74891,0.551881,10.3207,0.363767,-0.673284,-0.151236
3126633,-0.299753,0.231085,0.905576,12.3651,-1.38648,1.82467,0.449055,-0.558171,-0.151236,9.62448,0.726314,10.1043,0.356092,-0.678758,-0.151236
3126919,-0.292087,0.231085,0.908168,11.9879,-1.4036,1.86212,0.449681,-0.561234,-0.150374,9.31738,0.709196,10.1654,0.356718,-0.678737,-0.150374
3128315,-0.284422,0.231085,0.910759,11.6004,-1.37631,1.8891,0.450572,-0.565835,-0.148737,8.99995,0.736482,10.2161,0.357609,-0.680254,-0.148737
3129749,-0.276756,0.231085,0.91335,11.4104,-1.12928,1.89678,0.447376,-0.568546,-0.147563,8.88008,0.983509,10.2475,0.354414,-0.679882,-0.147563
3129774,-0.276756,0.231085,0.91335,11.4104,-1.12928,1.89678,0.447376,-0.568546,-0.147563,8.88008,0.983509,10.2475,0.354414,-0.679882,-0.147563
3130561,-0.315044,0.107816,0.919503,11.4175,-1.12928,1.89923,0.447376,-0.568236,-0.147563,8.53707,-0.143526,10.3062,0.404003,-0.694974,-0.147563
3131202,-0.307473,0.107816,0.922127,11.3859,-0.982913,1.87961,0.444851,-0.570051,-0.149032,8.57475,0.00283715,10.3105,0.401478,-0.693744,-0.149032
3132598,-0.299902,0.107815,0.924751,11.4896,-0.811647,1.84327,0.441706,-0.569308,-0.150826,8.7476,0.174101,10.2982,0.398333,-0.689955,-0.150826
3134071,-0.292331,0.107815,0.927375,11.5385,-0.566268,1.85783,0.436262,-0.569227,-0.151643,8.86577,0.419478,10.3367,0.39289,-0.686829,-0.151643
3134495,-0.321167,0.0656138,0.927025,11.5456,-0.566268,1.86028,0.436262,-0.568917,-0.151643,8.60918,0.0336335,10.336,0.409867,-0.698119,-0.151643
3135503,-0.313596,0.0656135,0.929649,11.5067,-0.761359,1.87208,0.436453,-0.570206,-0.150911,8.63953,-0.16146,10.3718,0.410058,-0.696362,-0.150911
3136913,-0.306026,0.0656132,0.932273,11.5417,-1.1098,1.87977,0.439867,-0.570606,-0.14996,8.74377,-0.509908,10.4035,0.413471,-0.693716,-0.14996
3138339,-0.298455,0.065613,0.934897,11.7043,-1.21319,1.88642,0.440574,-0.569799,-0.148425,8.97556,-0.613294,10.4341,0.414178,-0.689864,-0.148425
3138417,-0.290964,0.0564832,0.931969,11.7114,-1.21319,1.88886,0.440574,-0.569488,-0.148425,9.05111,-0.696767,10.4098,0.417851,-0.68654,-0.148425
3139776,-0.283393,0.0564829,0.934593,12.0311,-1.22833,1.85381,0.441046,-0.565967,-0.151307,9.44006,-0.711915,10.3987,0.418324,-0.679973,-0.151307
3140069,-0.283393,0.0564829,0.934593,12.0311,-1.22833,1.85381,0.441046,-0.565967,-0.151307,9.44006,-0.711915,10.3987,0.418324,-0.679973,-0.151307
3141214,-0.275704,0.056483,0.937326,12.3201,-1.18996,1.84542,0.440786,-0.560689,-0.150624,9.79941,-0.673538,10.4153,0.418063,-0.671602,-0.150624
3142355,-0.290431,0.127205,0.911591,12.3273,-1.18996,1.84797,0.440786,-0.560374,-0.150624,9.67193,-0.0269305,10.1826,0.389613,-0.677211,-0.150624
3142659,-0.282741,0.127205,0.914325,12.1773,-1.27751,1.82643,0.441542,-0.562138,-0.152129,9.59224,-0.114486,10.186,0.390369,-0.675882,-0.152129
3144080,-0.275052,0.127205,0.917058,12.1509,-1.46302,1.83207,0.444417,-0.561313,-0.151729,9.63611,-0.299992,10.2167,0.393244,-0.671963,-0.151729
3145505,-0.267362,0.127205,0.919791,12.2421,-1.57716,1.83332,0.447215,-0.560457,-0.150568,9.79761,-0.414133,10.2429,0.396041,-0.668014,-0.150568
3146296,-0.287163,0.136575,0.902178,12.2492,-1.57716,1.83587,0.447215,-0.560142,-0.150568,9.62374,-0.328466,10.0844,0.392272,-0.675664,-0.150568
3146949,-0.279474,0.136575,0.904912,12.5269,-1.50251,1.80415,0.447714,-0.555599,-0.149731,9.97169,-0.253817,10.0777,0.392771,-0.668028,-0.149731
3148406,-0.271784,0.136575,0.907645,12.7154,-1.22518,1.79442,0.445503,-0.5514,-0.150048,10.2305,0.0235143,10.093,0.39056,-0.660736,-0.150048
3149790,-0.264095,0.136576,0.910379,12.566,-0.847482,1.7871,0.440623,-0.551419,-0.152375,10.1514,0.401218,10.1106,0.38568,-0.657661,-0.152375
3149864,-0.264095,0.136576,0.910379,12.566,-0.847482,1.7871,0.440623,-0.551419,-0.152375,10.1514,0.401218,10.1106,0.38568,-0.657661,-0.152375
3150223,-0.319837,0.1386,0.912433,12.5731,-0.847481,1.78967,0.440623,-0.551108,-0.152375,9.64885,0.419728,10.132,0.384866,-0.679775,-0.152375
3151230,-0.312272,0.1386,0.915189,12.3058,-0.616977,1.81593,0.436657,-0.552486,-0.150595,9.45071,0.650234,10.1834,0.380899,-0.678109,-0.150595
3152659,-0.304708,0.1386,0.917945,11.948,-0.643922,1.83452,0.435877,-0.556544,-0.150509,9.16212,0.623291,10.2272,0.380119,-0.679124,-0.150509
3154096,-0.297143,0.138601,0.920702,11.7505,-0.478876,1.86678,0.432043,-0.558774,-0.148255,9.03378,0.788339,10.2847,0.376286,-0.678311,-0.148255
3154154,-0.376549,0.0435965,0.925667,11.7576,-0.478876,1.86935,0.432043,-0.558463,-0.148255,8.31483,-0.0802767,10.3326,0.414505,-0.709944,-0.148255
3155543,-0.368984,0.0435967,0.928423,11.621,-0.219519,1.89501,0.426891,-0.56059,-0.147477,8.24739,0.179082,10.3835,0.409353,-0.709028,-0.147477
3156979,-0.361419,0.0435969,0.931179,11.5671,-0.0296337,1.88169,0.422367,-0.561897,-0.149053,8.26264,0.368969,10.3954,0.404828,-0.707292,-0.149053
3158119,-0.40191,-0.019149,0.931282,11.5741,-0.0296335,1.88426,0.422367,-0.561587,-0.149053,7.89949,-0.204711,10.3989,0.43007,-0.72327,-0.149053
3158410,-0.394345,-0.0191488,0.934038,11.5439,0.200708,1.89879,0.416351,-0.563064,-0.150339,7.93839,0.025632,10.4386,0.424054,-0.721704,-0.150339
3159835,-0.38678,-0.0191486,0.936794,11.5338,0.213218,1.90217,0.412014,-0.563988,-0.149296,7.99752,0.038144,10.4672,0.419717,-0.719586,-0.149296
3160166,-0.38678,-0.0191486,0.936794,11.5338,0.213218,1.90217,0.412014,-0.563988,-0.149296,7.99752,0.038144,10.4672,0.419717,-0.719586,-0.149296
3161264,-0.379197,-0.0191485,0.939624,11.553,-0.0729328,1.91896,0.412597,-0.565207,-0.14834,8.086,-0.248006,10.5099,0.4203,-0.717753,-0.14834
3162029,-0.2952,-0.0326345,0.928399,11.56,-0.0729327,1.9216,0.412597,-0.564896,-0.14834,8.86105,-0.371307,10.4099,0.425725,-0.683651,-0.14834
3162683,-0.287617,-0.0326344,0.931229,11.75,-0.294262,1.92202,0.413203,-0.563519,-0.148216,9.12038,-0.592636,10.4362,0.426331,-0.679224,-0.148216
3164180,-0.280034,-0.0326344,0.934059,12.0598,-0.387069,1.89899,0.413436,-0.561143,-0.149834,9.4995,-0.685442,10.439,0.426564,-0.673797,-0.149834
3165596,-0.27245,-0.0326343,0.93689,12.5093,-0.387471,1.89239,0.412227,-0.553765,-0.149242,10.0183,-0.685844,10.4583,0.425356,-0.663369,-0.149242
3165996,-0.284484,0.0123184,0.917256,12.5164,-0.387471,1.89502,0.412227,-0.553454,-0.149242,9.91535,-0.274845,10.2814,0.407272,-0.667899,-0.149242
3167002,-0.2769,0.0123185,0.920086,12.4411,-0.516371,1.89231,0.412517,-0.553869,-0.150426,9.90945,-0.403744,10.3046,0.407561,-0.665263,-0.150426
3168423,-0.269317,0.0123186,0.922917,12.4031,-0.866577,1.87867,0.417041,-0.553481,-0.153201,9.94071,-0.753949,10.3168,0.412086,-0.661824,-0.153201
3169852,-0.261734,0.0123187,0.925747,12.4271,-1.03367,1.893,0.420454,-0.552622,-0.149017,10.0341,-0.921038,10.357,0.415498,-0.657914,-0.149017
3169894,-0.280188,0.00669209,0.911351,12.4342,-1.03367,1.89564,0.420454,-0.552311,-0.149017,9.87245,-0.972481,10.228,0.417761,-0.665027,-0.149017
3169962,-0.280188,0.00669209,0.911351,12.4342,-1.03367,1.89564,0.420454,-0.552311,-0.149017,9.87245,-0.972481,10.228,0.417761,-0.665027,-0.149017
3171285,-0.272616,0.00669199,0.914244,12.6011,-1.14124,1.87436,0.423119,-0.550151,-0.150634,10.1086,-1.08006,10.2332,0.420427,-0.659822,-0.150634
3172703,-0.265044,0.00669189,0.917137,12.9264,-1.11066,1.86603,0.424894,-0.544117,-0.149523,10.5032,-1.04947,10.2513,0.422202,-0.650742,-0.149523
3173868,-0.349774,0.0545157,0.921682,12.9335,-1.11066,1.86873,0.424894,-0.543807,-0.149523,9.73554,-0.612225,10.2956,0.402963,-0.684517,-0.149523
3174136,-0.342202,0.0545156,0.924575,12.978,-0.769379,1.86801,0.422339,-0.541062,-0.152694,9.84931,-0.270947,10.3213,0.400408,-0.678726,-0.152694
3175579,-0.33463,0.0545156,0.927468,12.7781,-0.490598,1.90783,0.418209,-0.541296,-0.151489,9.71858,0.00783292,10.3876,0.396278,-0.675914,-0.151489
3177042,-0.327058,0.0545155,0.930362,12.4204,-0.630525,1.92634,0.419711,-0.544295,-0.150673,9.43009,-0.132095,10.4326,0.39778,-0.675867,-0.150673
3177821,-0.436369,0.0557991,0.916969,12.4274,-0.630525,1.92904,0.419711,-0.543985,-0.150673,8.43773,-0.120358,10.3128,0.397264,-0.719531,-0.150673
3178450,-0.428797,0.055799,0.919863,12.067,-0.662055,1.95033,0.420073,-0.548227,-0.14923,8.14655,-0.151889,10.3606,0.397626,-0.720727,-0.14923
3179875,-0.421225,0.0557989,0.922756,11.884,-0.477722,1.98289,0.417334,-0.54994,-0.147649,8.03276,0.0324434,10.4196,0.394886,-0.719394,-0.147649
3180123,-0.421225,0.0557989,0.922756,11.884,-0.477722,1.98289,0.417334,-0.54994,-0.147649,8.03276,0.0324434,10.4196,0.394886,-0.719394,-0.147649
3181325,-0.413722,0.0557984,0.925691,11.6919,-0.361139,1.9848,0.415556,-0.55397,-0.150152,7.90924,0.149021,10.4483,0.393109,-0.720406,-0.150152
3181754,-0.470282,0.034268,0.914509,11.6989,-0.36114,1.98753,0.415556,-0.553662,-0.150152,7.39911,-0.04783,10.3488,0.40177,-0.742851,-0.150152
3182748,-0.462779,0.0342675,0.917444,11.7324,-0.222033,1.96479,0.412434,-0.553654,-0.151227,7.50126,0.0912716,10.3529,0.398649,-0.739824,-0.151227
3184197,-0.455276,0.034267,0.920378,11.7144,-0.136873,1.99077,0.409521,-0.554819,-0.151097,7.55182,0.176428,10.4057,0.395735,-0.737972,-0.151097
3185647,-0.447774,0.0342665,0.923313,11.6521,-0.368338,2.01647,0.410668,-0.556754,-0.150827,7.55812,-0.0550418,10.4582,0.396883,-0.736888,-0.150827
3185656,-0.307961,0.0296137,0.907051,11.6591,-0.368338,2.0192,0.410668,-0.556446,-0.150827,8.84341,-0.097582,10.3123,0.398754,-0.680336,-0.150827
3187063,-0.300458,0.0296132,0.909986,11.6841,-0.722318,2.02045,0.414293,-0.557576,-0.148993,8.937,-0.451567,10.3404,0.402379,-0.678447,-0.148993
3188504,-0.292955,0.0296127,0.91292,11.8362,-0.992856,1.99175,0.418392,-0.557634,-0.149921,9.15773,-0.722109,10.3385,0.406479,-0.675486,-0.149921
3189586,-0.281865,0.0366327,0.897832,11.8432,-0.992856,1.99449,0.418392,-0.557326,-0.149921,9.26611,-0.657927,10.2033,0.403655,-0.670717,-0.149921
3189750,-0.281865,0.0366327,0.897832,11.8432,-0.992856,1.99449,0.418392,-0.557326,-0.149921,9.26611,-0.657927,10.2033,0.403655,-0.670717,-0.149921
3189923,-0.274276,0.0366328,0.900871,12.2786,-0.967568,1.97363,0.418843,-0.551934,-0.150698,9.77088,-0.632638,10.2102,0.404106,-0.662272,-0.150698
3191368,-0.266687,0.0366329,0.90391,12.5216,-1.02312,1.98348,0.41982,-0.548256,-0.149717,10.0833,-0.688193,10.2479,0.405083,-0.65554,-0.149717
3192795,-0.259097,0.036633,0.906949,12.4857,-1.42889,1.94441,0.426391,-0.548878,-0.151946,10.1168,-1.09396,10.2366,0.411654,-0.65311,-0.151946
3193545,-0.268552,0.0381557,0.89465,12.4927,-1.42889,1.94724,0.426391,-0.548567,-0.151946,10.0374,-1.08004,10.127,0.411042,-0.656602,-0.151946
3194217,-0.260962,0.0381558,0.897689,12.598,-1.71478,1.97828,0.432493,-0.545991,-0.151821,10.212,-1.36592,10.1858,0.417144,-0.650973,-0.151821
3195655,-0.253373,0.0381559,0.900728,12.6599,-1.84726,1.98816,0.436813,-0.545471,-0.15096,10.3433,-1.49841,10.2234,0.421464,-0.6474,-0.15096
3197072,-0.245784,0.038156,0.903767,12.9739,-2.06712,1.93348,0.442699,-0.5402,-0.15028,10.7267,-1.71827,10.1965,0.427349,-0.639076,-0.15028
3197473,-0.372668,0.0891658,0.904963,12.981,-2.06712,1.93631,0.442699,-0.539889,-0.15028,9.57369,-1.25189,10.2103,0.406828,-0.689808,-0.15028
3198506,-0.365078,0.089166,0.908002,13.1842,-1.91631,1.90889,0.445498,-0.535651,-0.151278,9.84635,-1.10107,10.2107,0.409627,-0.682518,-0.151278
3199733,-0.365078,0.089166,0.908002,13.1842,-1.91631,1.90889,0.445498,-0.535651,-0.151278,9.84635,-1.10107,10.2107,0.409627,-0.682518,-0.151278
3199945,-0.357587,0.0891665,0.911069,13.1349,-1.48098,1.90803,0.442045,-0.533887,-0.153592,9.86546,-0.665736,10.2379,0.406174,-0.67774,-0.153592
3201384,-0.350095,0.0891669,0.914136,12.8938,-1.42932,1.93686,0.442811,-0.534852,-0.152409,9.69288,-0.61407,10.2947,0.406941,-0.675691,-0.152409
3201393,-0.455852,0.189874,0.900819,12.9008,-1.42932,1.93972,0.442811,-0.534544,-0.152409,8.73294,0.306683,10.1758,0.366427,-0.717928,-0.152409
3202782,-0.44836,0.189874,0.903886,12.6138,-1.57766,1.95324,0.446908,-0.536835,-0.152432,8.51449,0.15834,10.2174,0.370523,-0.717206,-0.152432
3204248,-0.440869,0.189875,0.906953,12.3712,-1.31662,2.02144,0.444424,-0.539097,-0.148732,8.34035,0.419393,10.3136,0.36804,-0.716454,-0.148732
3205346,-0.491672,0.211752,0.89694,12.3782,-1.31662,2.0243,0.444424,-0.53879,-0.148732,7.88284,0.619412,10.2249,0.359239,-0.736584,-0.148732
3205652,-0.484181,0.211752,0.900006,12.0979,-1.14686,2.04558,0.442507,-0.542317,-0.148526,7.67103,0.789168,10.2743,0.357321,-0.737097,-0.148526
3207120,-0.476689,0.211753,0.903073,11.957,-1.03525,2.02319,0.44162,-0.544541,-0.149617,7.59869,0.900787,10.2799,0.356434,-0.736308,-0.149617
3208554,-0.469198,0.211753,0.90614,11.9079,-0.74991,2.03077,0.436729,-0.545943,-0.15095,7.61801,1.18613,10.3155,0.351544,-0.734695,-0.15095
3209284,-0.367673,0.157731,0.882239,11.9148,-0.749909,2.03363,0.436729,-0.545635,-0.15095,8.55323,0.692216,10.0999,0.373276,-0.693546,-0.15095
3209944,-0.367673,0.157731,0.882239,11.9148,-0.749909,2.03363,0.436729,-0.545635,-0.15095,8.55323,0.692216,10.0999,0.373276,-0.693546,-0.15095
3209958,-0.36016,0.157731,0.885384,11.871,-0.738167,2.05815,0.43484,-0.547275,-0.149189,8.57806,0.703956,10.1531,0.371387,-0.692163,-0.149189
3211393,-0.352648,0.157731,0.888529,11.9081,-1.0628,2.08343,0.437751,-0.547907,-0.149239,8.68388,0.379319,10.2072,0.374297,-0.689773,-0.149239
3212828,-0.345136,0.157731,0.891674,12.0134,-1.25098,2.09329,0.439789,-0.548225,-0.149207,8.85782,0.191136,10.2458,0.376336,-0.68707,-0.149207
3213281,-0.330049,0.0577845,0.874453,12.0204,-1.25098,2.09622,0.439789,-0.547917,-0.149207,9.00276,-0.722665,10.0913,0.416543,-0.680692,-0.149207
3214287,-0.322537,0.0577844,0.877598,12.3409,-1.30294,2.09025,0.441159,-0.545119,-0.150794,9.39193,-0.774624,10.1141,0.417913,-0.674872,-0.150794
3215694,-0.315025,0.0577842,0.880743,12.7178,-1.13649,2.1122,0.439633,-0.539252,-0.149954,9.83755,-0.608171,10.1648,0.416387,-0.665983,-0.149954
3217117,-0.307513,0.057784,0.883889,12.6654,-1.22485,2.07073,0.440009,-0.539732,-0.151351,9.85381,-0.696538,10.1521,0.416763,-0.663441,-0.151351
3217212,-0.315303,0.0364196,0.897765,12.6724,-1.22485,2.07367,0.440009,-0.539424,-0.151351,9.78959,-0.891871,10.2819,0.425357,-0.666267,-0.151351
3218585,-0.307791,0.0364194,0.90091,12.64,-1.6047,2.05948,0.445368,-0.53926,-0.152379,9.82588,-1.27172,10.2964,0.430717,-0.663081,-0.152379
3219988,-0.300279,0.0364192,0.904055,12.747,-1.70504,2.08737,0.448298,-0.537944,-0.150232,10.0016,-1.37207,10.3531,0.433647,-0.658743,-0.150232
3220158,-0.300279,0.0364192,0.904055,12.747,-1.70504,2.08737,0.448298,-0.537944,-0.150232,10.0016,-1.37207,10.3531,0.433647,-0.658743,-0.150232
3221141,-0.433675,0.0872593,0.890268,12.754,-1.70505,2.09036,0.448298,-0.537636,-0.150232,8.78898,-0.907241,10.23,0.413195,-0.712099,-0.150232
3221426,-0.426177,0.087259,0.893477,12.9899,-1.78223,2.06927,0.451496,-0.534654,-0.149744,9.09339,-0.984428,10.2383,0.416393,-0.7061,-0.149744
3222862,-0.418679,0.0872588,0.896686,13.3496,-1.82358,2.03803,0.454464,-0.528559,-0.149352,9.52163,-1.02578,10.2364,0.419361,-0.696989,-0.149352
