time,a_x,a_y,a_z,F_x,F_y,F_z,T_x,T_y,T_z,z_1,z_2,z_3,z_4,z_5,z_6
589722,1.04615,0.0769169,0.0653528,-1.00398,-0.972099,9.49359,0.426298,-1.11582,-0.148512,8.56085,-0.268854,10.0911,0.395355,-0.694968,-0.148512
590185,1.04633,0.0769169,0.0623112,-1.11147,-0.957793,9.49616,0.426113,-1.1186,-0.148472,8.45508,-0.254548,10.0659,0.39517,-0.697671,-0.148472
591603,1.04652,0.0769169,0.0592697,-1.08652,-0.976796,9.5127,0.426254,-1.11928,-0.148149,8.48175,-0.273551,10.0546,0.395312,-0.698276,-0.148149
591861,1.06738,0.0665901,0.0715697,-1.08634,-0.976796,9.50987,0.426254,-1.11927,-0.148149,8.67265,-0.367969,10.1642,0.399466,-0.689877,-0.148149
593044,1.06757,0.0665901,0.0685281,-1.03175,-1.01544,9.53116,0.426931,-1.11977,-0.148735,8.72896,-0.406615,10.1577,0.400143,-0.690302,-0.148735
594455,1.06776,0.0665901,0.0654866,-0.952379,-1.03311,9.56,0.427283,-1.11941,-0.149178,8.81005,-0.42428,10.1587,0.400494,-0.689865,-0.149178
595824,1.0731,0.0758304,0.0749408,-0.952204,-1.03311,9.55717,0.427283,-1.1194,-0.149178,8.85905,-0.339797,10.2423,0.396777,-0.687709,-0.149178
595883,1.07329,0.0758304,0.0718992,-0.93258,-1.09421,9.58844,0.428442,-1.11994,-0.148999,8.88039,-0.400898,10.2458,0.397937,-0.68817,-0.148999
597348,1.07347,0.0758304,0.0688577,-0.972342,-1.11284,9.60325,0.429117,-1.12078,-0.148628,8.84235,-0.419528,10.2328,0.398612,-0.688934,-0.148628
598739,1.07366,0.0758304,0.0658161,-1.07167,-1.05467,9.6141,0.428842,-1.12279,-0.148568,8.74473,-0.361355,10.2158,0.398337,-0.690867,-0.148568
599773,1.07541,0.077821,0.0645741,-1.0715,-1.05467,9.61126,0.428842,-1.12278,-0.148568,8.76091,-0.343155,10.2017,0.397536,-0.690155,-0.148568
599931,1.07541,0.077821,0.0645741,-1.0715,-1.05467,9.61126,0.428842,-1.12278,-0.148568,8.76091,-0.343155,10.2017,0.397536,-0.690155,-0.148568
600171,1.07562,0.077821,0.0613792,-1.09353,-1.03215,9.61496,0.428767,-1.12406,-0.14844,8.74076,-0.320641,10.1761,0.397461,-0.691352,-0.14844
601627,1.07582,0.077821,0.0581843,-1.01809,-0.996677,9.61854,0.428513,-1.12413,-0.148468,8.81809,-0.285166,10.1505,0.397206,-0.691342,-0.148468
603035,1.07603,0.077821,0.0549894,-0.90731,-0.978309,9.62487,0.428084,-1.12336,-0.149034,8.93076,-0.266798,10.1276,0.396777,-0.690487,-0.149034
603670,1.09602,0.0822607,0.0559577,-0.907118,-0.978309,9.62189,0.428084,-1.12335,-0.149034,9.11371,-0.226206,10.1335,0.394991,-0.682437,-0.149034
604461,1.09623,0.0822607,0.0527628,-0.801372,-1.00558,9.62653,0.428654,-1.12236,-0.148594,9.22134,-0.253474,10.1089,0.395561,-0.681364,-0.148594
605895,1.09643,0.0822607,0.0495679,-0.8078,-0.976257,9.63544,0.428366,-1.12221,-0.14847,9.2168,-0.224154,10.0886,0.395273,-0.681129,-0.14847
607339,1.09664,0.0822607,0.046373,-0.904761,-0.93342,9.64019,0.427559,-1.12361,-0.149182,9.12173,-0.181317,10.0642,0.394466,-0.682448,-0.149182
607592,1.09275,0.075772,0.0513336,-0.904568,-0.93342,9.63722,0.427559,-1.12361,-0.149182,9.08634,-0.240643,10.1066,0.397077,-0.684005,-0.149182
608775,1.09295,0.075772,0.0481388,-0.964422,-0.869732,9.64599,0.426747,-1.12475,-0.148758,9.02838,-0.176955,10.0861,0.396264,-0.685071,-0.148758
610003,1.09295,0.075772,0.0481388,-0.964422,-0.869732,9.64599,0.426747,-1.12475,-0.148758,9.02838,-0.176955,10.0861,0.396264,-0.685071,-0.148758
610229,1.09318,0.0757719,0.0448281,-0.898486,-0.81614,9.65092,0.42565,-1.1245,-0.14843,9.09637,-0.123363,10.0608,0.395168,-0.684731,-0.14843
611531,1.05344,0.0743633,0.0469443,-0.898277,-0.81614,9.64784,0.42565,-1.1245,-0.14843,8.73325,-0.136242,10.077,0.395735,-0.700708,-0.14843
611643,1.05367,0.0743632,0.0436336,-0.776345,-0.852106,9.65417,0.425464,-1.1234,-0.148749,8.85724,-0.172209,10.0531,0.395549,-0.699526,-0.148749
613064,1.05389,0.0743631,0.040323,-0.63164,-0.894696,9.65945,0.42569,-1.12163,-0.149128,9.004,-0.2148,10.0281,0.395774,-0.697666,-0.149128
614507,1.05412,0.074363,0.0370123,-0.504505,-0.886015,9.66699,0.425525,-1.11965,-0.148839,9.13319,-0.20612,10.0054,0.39561,-0.69559,-0.148839
615471,1.05692,0.0570288,0.0492105,-0.504295,-0.886015,9.66391,0.425525,-1.11964,-0.148839,9.15906,-0.364605,10.1138,0.402583,-0.694452,-0.148839
615922,1.05715,0.0570286,0.0458998,-0.493698,-0.883191,9.65869,0.42553,-1.11906,-0.148697,9.17171,-0.361783,10.0783,0.402588,-0.693783,-0.148697
617389,1.05737,0.0570285,0.0425892,-0.541543,-0.820424,9.66203,0.424633,-1.11921,-0.148353,9.12592,-0.299017,10.0514,0.401691,-0.693838,-0.148353
618796,1.0576,0.0570284,0.0392785,-0.585523,-0.788151,9.64233,0.423844,-1.11944,-0.148442,9.084,-0.266744,10.0015,0.400903,-0.693978,-0.148442
619412,1.03308,0.0607429,0.0504282,-0.585314,-0.788151,9.63925,0.423844,-1.11943,-0.148442,8.86006,-0.232783,10.1003,0.399408,-0.703832,-0.148442
620112,1.03308,0.0607429,0.0504282,-0.585314,-0.788151,9.63925,0.423844,-1.11943,-0.148442,8.86006,-0.232783,10.1003,0.399408,-0.703832,-0.148442
620234,1.03332,0.0607431,0.0470328,-0.603868,-0.820354,9.6157,0.423973,-1.11938,-0.148714,8.84371,-0.264984,10.0457,0.399536,-0.70369,-0.148714
621644,1.03356,0.0607433,0.0436373,-0.545656,-0.814799,9.59851,0.423384,-1.11853,-0.148836,8.90413,-0.259428,9.99748,0.398948,-0.702739,-0.148836
623074,1.0338,0.0607435,0.0402418,-0.455587,-0.872506,9.57195,0.423811,-1.11692,-0.14887,8.99641,-0.317133,9.93987,0.399374,-0.701028,-0.14887
623332,1.02376,0.0615455,0.0480534,-0.455362,-0.872506,9.56878,0.423811,-1.11691,-0.14887,8.90479,-0.3098,10.0081,0.399052,-0.705059,-0.14887
624539,1.024,0.0615457,0.0446579,-0.417362,-0.867442,9.55196,0.423769,-1.11589,-0.148667,8.945,-0.304734,9.96026,0.39901,-0.703942,-0.148667
625966,1.02424,0.0615459,0.0412625,-0.451319,-0.815554,9.53224,0.422959,-1.1157,-0.148854,8.91325,-0.252844,9.9095,0.3982,-0.703659,-0.148854
627262,1.01333,0.0638234,0.058787,-0.451094,-0.815553,9.52908,0.422959,-1.11569,-0.148854,8.81367,-0.232021,10.0666,0.397284,-0.70804,-0.148854
627397,1.01357,0.0638236,0.0553916,-0.509934,-0.862342,9.50154,0.42372,-1.11597,-0.148642,8.75704,-0.278808,10.008,0.398044,-0.708224,-0.148642
628815,1.01381,0.0638238,0.0519961,-0.569048,-0.826062,9.48809,0.423182,-1.11646,-0.148183,8.70013,-0.242526,9.96349,0.397507,-0.708613,-0.148183
629952,1.01381,0.0638238,0.0519961,-0.569048,-0.826062,9.48809,0.423182,-1.11646,-0.148183,8.70013,-0.242526,9.96349,0.397507,-0.708613,-0.148183
630272,1.01406,0.0638236,0.048588,-0.577121,-0.83738,9.47699,0.42308,-1.1164,-0.148438,8.69438,-0.253846,9.92122,0.397404,-0.70845,-0.148438
631265,1.03461,0.0616323,0.0627929,-0.576884,-0.83738,9.47381,0.42308,-1.11639,-0.148438,8.8825,-0.273881,10.0479,0.398286,-0.700173,-0.148438
631689,1.03487,0.0616321,0.0593848,-0.530747,-0.917523,9.45612,0.424274,-1.11593,-0.148477,8.93096,-0.354025,9.99908,0.39948,-0.699618,-0.148477
633129,1.03512,0.0616319,0.0559768,-0.406062,-0.909112,9.44338,0.423974,-1.11404,-0.148783,9.05796,-0.345616,9.95517,0.399181,-0.697618,-0.148783
634543,1.03537,0.0616318,0.0525687,-0.352236,-0.948991,9.42245,0.424875,-1.11261,-0.148489,9.11411,-0.385497,9.90308,0.400081,-0.696094,-0.148489
635195,1.04291,0.0611643,0.0731403,-0.351999,-0.948992,9.41927,0.424875,-1.1126,-0.148489,9.1832,-0.389771,10.088,0.400269,-0.693054,-0.148489
635975,1.04316,0.0611641,0.0697322,-0.457307,-0.90869,9.39996,0.424831,-1.11334,-0.148225,9.08022,-0.349472,10.0375,0.400226,-0.693689,-0.148225
637415,1.04341,0.0611639,0.0663242,-0.590905,-0.83068,9.37888,0.423667,-1.11446,-0.148265,8.94894,-0.271463,9.98527,0.399061,-0.694703,-0.148265
638854,1.04367,0.0611638,0.0629161,-0.739187,-0.849242,9.34688,0.423886,-1.11652,-0.147931,8.80298,-0.290026,9.92211,0.399281,-0.696668,-0.147931
639129,1.0051,0.0669931,0.0750492,-0.73895,-0.849242,9.3437,0.423886,-1.11651,-0.147931,8.45058,-0.23673,10.0299,0.396936,-0.712173,-0.147931
640081,1.0051,0.0669931,0.0750492,-0.73895,-0.849242,9.3437,0.423886,-1.11651,-0.147931,8.45058,-0.23673,10.0299,0.396936,-0.712173,-0.147931
640291,1.00536,0.0669934,0.0716306,-0.793663,-0.778722,9.33365,0.422507,-1.11752,-0.148033,8.3983,-0.166206,9.98856,0.395556,-0.713071,-0.148033
641708,1.00563,0.0669937,0.068212,-0.741433,-0.823128,9.33748,0.422421,-1.1173,-0.148357,8.45297,-0.21061,9.96113,0.39547,-0.712743,-0.148357
643074,0.990151,0.0539018,0.0778898,-0.741185,-0.823128,9.33429,0.422421,-1.11729,-0.148357,8.31169,-0.330307,10.0464,0.400736,-0.71896,-0.148357
643142,0.990418,0.0539021,0.0744712,-0.672373,-0.931818,9.33258,0.423999,-1.11673,-0.148741,8.38294,-0.438995,10.0135,0.402315,-0.718299,-0.148741
644581,0.990684,0.0539024,0.0710526,-0.572305,-0.886963,9.35668,0.423405,-1.11565,-0.148512,8.48544,-0.394137,10.0063,0.401721,-0.717105,-0.148512
645996,0.99095,0.0539028,0.067634,-0.505685,-0.903652,9.36824,0.423644,-1.11459,-0.148335,8.55449,-0.410824,9.98661,0.401959,-0.715942,-0.148335
647042,1.04484,0.0510702,0.0891747,-0.505437,-0.903652,9.36506,0.423644,-1.11458,-0.148335,9.04745,-0.436721,10.1804,0.403099,-0.694252,-0.148335
647429,1.04511,0.0510705,0.0857561,-0.499731,-0.923658,9.37084,0.424176,-1.11451,-0.148658,9.05559,-0.456724,10.1549,0.403631,-0.694078,-0.148658
648882,1.04537,0.0510708,0.0823375,-0.500737,-0.920874,9.3885,0.423865,-1.11406,-0.148463,9.05702,-0.453937,10.1413,0.403319,-0.693523,-0.148463
650199,1.04537,0.0510708,0.0823375,-0.500737,-0.920874,9.3885,0.423865,-1.11406,-0.148463,9.05702,-0.453937,10.1413,0.403319,-0.693523,-0.148463
650336,1.04566,0.0510707,0.0788345,-0.487717,-1.01506,9.38802,0.425329,-1.11385,-0.148121,9.07264,-0.548121,10.1088,0.404784,-0.693199,-0.148121
650957,1.02444,0.0607839,0.0800202,-0.487453,-1.01506,9.38476,0.425329,-1.11384,-0.148121,8.87893,-0.459314,10.1164,0.400877,-0.701722,-0.148121
651772,1.02472,0.0607838,0.0765172,-0.425581,-0.993061,9.40042,0.425295,-1.11297,-0.148185,8.9434,-0.437319,10.1,0.400843,-0.700733,-0.148185
653195,1.02501,0.0607837,0.0730142,-0.362849,-1.00805,9.41201,0.425776,-1.11213,-0.148636,9.00872,-0.45231,10.0796,0.401324,-0.69978,-0.148636
654630,1.02529,0.0607836,0.0695112,-0.283836,-1.06561,9.42342,0.427063,-1.11087,-0.148645,9.09033,-0.50987,10.059,0.402611,-0.698412,-0.148645
654899,1.01642,0.0741842,0.0750253,-0.283572,-1.06561,9.42015,0.427063,-1.11086,-0.148645,9.00947,-0.38735,10.1061,0.39722,-0.701969,-0.148645
656054,1.0167,0.0741841,0.0715223,-0.185,-1.0132,9.45313,0.426339,-1.10913,-0.148418,9.11064,-0.334936,10.1071,0.396495,-0.700126,-0.148418
657460,1.01699,0.074184,0.0680193,-0.112085,-1.10698,9.45911,0.427821,-1.10729,-0.148471,9.18615,-0.428718,10.081,0.397978,-0.698171,-0.148471
658827,1.00323,0.0770799,0.0728613,-0.111821,-1.10698,9.45585,0.427821,-1.10728,-0.148471,9.06065,-0.40224,10.122,0.396813,-0.703692,-0.148471
658909,1.00352,0.0770798,0.0693582,-0.145479,-1.15245,9.46884,0.429313,-1.10687,-0.148577,9.02959,-0.447714,10.103,0.398305,-0.703165,-0.148577
659733,1.00352,0.0770798,0.0693582,-0.145479,-1.15245,9.46884,0.429313,-1.10687,-0.148577,9.02959,-0.447714,10.103,0.398305,-0.703165,-0.148577
660342,1.00382,0.0770798,0.0657272,-0.215328,-1.08999,9.48935,0.428705,-1.10701,-0.148544,8.96255,-0.385254,10.0903,0.397697,-0.703185,-0.148544
661766,1.00413,0.0770798,0.0620961,-0.249122,-1.14441,9.47378,0.430019,-1.10689,-0.148293,8.93157,-0.439674,10.0415,0.399011,-0.702936,-0.148293
662764,0.983658,0.0953089,0.0601097,-0.248835,-1.14441,9.4704,0.430019,-1.10687,-0.148293,8.74467,-0.273007,10.02,0.391677,-0.71116,-0.148293
663184,0.983965,0.0953089,0.0564786,-0.276752,-1.11379,9.4708,0.430277,-1.10664,-0.147653,8.71956,-0.242384,9.98717,0.391936,-0.710802,-0.147653
664623,0.984273,0.0953089,0.0528476,-0.321512,-1.08296,9.46556,0.429815,-1.10662,-0.148257,8.67761,-0.211562,9.94874,0.391474,-0.710663,-0.148257
666095,0.98458,0.0953089,0.0492165,-0.411209,-1.1708,9.45046,0.431649,-1.10738,-0.148585,8.59073,-0.299393,9.90044,0.393308,-0.711296,-0.148585
666703,0.975977,0.0847116,0.0532042,-0.410923,-1.1708,9.44708,0.431649,-1.10737,-0.148585,8.51235,-0.396284,9.93352,0.397571,-0.714745,-0.148585
667502,0.976284,0.0847116,0.0495731,-0.507084,-1.11604,9.4486,0.431213,-1.10839,-0.148346,8.419,-0.341532,9.90184,0.397134,-0.715638,-0.148346
668918,0.976592,0.0847116,0.0459421,-0.59699,-1.07303,9.44697,0.430932,-1.10956,-0.14843,8.33191,-0.298523,9.86702,0.396853,-0.71669,-0.14843
670103,0.976592,0.0847116,0.0459421,-0.59699,-1.07303,9.44697,0.430932,-1.10956,-0.14843,8.33191,-0.298523,9.86702,0.396853,-0.71669,-0.14843
670364,0.976918,0.0847118,0.04225,-0.658508,-1.02458,9.43117,0.430775,-1.11082,-0.147915,8.27337,-0.250068,9.81746,0.396696,-0.717821,-0.147915
670630,1.00113,0.0824209,0.0628945,-0.658204,-1.02458,9.42773,0.430775,-1.11081,-0.147915,8.49504,-0.271014,10.0028,0.397618,-0.708068,-0.147915
671789,1.00146,0.082421,0.0592025,-0.643435,-0.893971,9.43065,0.428846,-1.11089,-0.148001,8.51279,-0.140403,9.97193,0.395689,-0.708017,-0.148001
673228,1.00178,0.0824211,0.0555104,-0.582613,-0.941696,9.41202,0.428924,-1.11064,-0.148503,8.57659,-0.188126,9.91955,0.395767,-0.707631,-0.148503
674554,1.03949,0.0779092,0.0743001,-0.582309,-0.941696,9.40858,0.428924,-1.11062,-0.148503,8.92166,-0.229378,10.0879,0.397582,-0.692448,-0.148503
674664,1.03982,0.0779093,0.0706081,-0.508434,-0.913608,9.40741,0.428525,-1.10978,-0.148107,8.99851,-0.201289,10.053,0.397183,-0.691479,-0.148107
676076,1.04014,0.0779095,0.0669161,-0.51132,-0.846756,9.40713,0.427092,-1.1098,-0.148112,8.99861,-0.134436,10.0189,0.395749,-0.691363,-0.148112
677516,1.04047,0.0779096,0.063224,-0.591144,-0.887897,9.3875,0.427535,-1.11077,-0.148021,8.92177,-0.175576,9.96555,0.396193,-0.692202,-0.148021
678480,1.0547,0.103128,0.0784402,-0.59084,-0.887897,9.38406,0.427535,-1.11076,-0.148021,9.05224,0.0549982,10.1012,0.386047,-0.686461,-0.148021
678959,1.05503,0.103129,0.0747481,-0.665137,-0.798098,9.36868,0.425847,-1.11217,-0.147876,8.98092,0.144798,10.0521,0.384359,-0.687741,-0.147876
679953,1.05503,0.103129,0.0747481,-0.665137,-0.798098,9.36868,0.425847,-1.11217,-0.147876,8.98092,0.144798,10.0521,0.384359,-0.687741,-0.147876
680398,1.05538,0.103129,0.0709807,-0.593212,-0.765636,9.35451,0.424623,-1.11149,-0.147945,9.05602,0.177261,10.0035,0.383136,-0.686925,-0.147945
681841,1.05572,0.103129,0.0672132,-0.538466,-0.80232,9.34259,0.424654,-1.11136,-0.148205,9.11393,0.140577,9.95711,0.383167,-0.686657,-0.148205
682444,1.0334,0.05957,0.0834162,-0.538143,-0.80232,9.33908,0.424654,-1.11135,-0.148205,8.91018,-0.257676,10.1017,0.40069,-0.695622,-0.148205
683306,1.03375,0.05957,0.0796487,-0.429955,-0.793015,9.34571,0.424036,-1.11015,-0.149129,9.02154,-0.248371,10.0739,0.400072,-0.694282,-0.149129
684696,1.0341,0.05957,0.0758812,-0.366098,-0.874844,9.33707,0.424656,-1.10891,-0.148427,9.08857,-0.3302,10.0308,0.400692,-0.692907,-0.148427
686121,1.03444,0.05957,0.0721138,-0.403946,-0.883626,9.33781,0.424843,-1.10907,-0.147717,9.05389,-0.338982,9.99714,0.400878,-0.69292,-0.147717
686349,1.01903,0.0561311,0.0850828,-0.403622,-0.883626,9.3343,0.424843,-1.10905,-0.147717,8.91327,-0.370424,10.1122,0.402262,-0.699107,-0.147717
687531,1.01938,0.0561311,0.0813153,-0.512759,-0.79566,9.32271,0.422936,-1.10998,-0.148255,8.80731,-0.282458,10.0662,0.400355,-0.699894,-0.148255
688991,1.01972,0.0561311,0.0775479,-0.632992,-0.866453,9.29024,0.423688,-1.11182,-0.148902,8.69024,-0.353252,9.99925,0.401107,-0.701598,-0.148902
690016,1.01972,0.0561311,0.0775479,-0.632992,-0.866453,9.29024,0.423688,-1.11182,-0.148902,8.69024,-0.353252,9.99925,0.401107,-0.701598,-0.148902
690290,1.01323,0.0500247,0.0879905,-0.632651,-0.866454,9.28667,0.423688,-1.11181,-0.148902,8.6312,-0.409082,10.0912,0.403564,-0.704196,-0.148902
690416,1.01359,0.0500243,0.0841667,-0.658997,-0.873247,9.25543,0.4235,-1.11174,-0.148545,8.6082,-0.415879,10.025,0.403376,-0.703988,-0.148545
691863,1.01396,0.0500239,0.0803429,-0.766329,-0.835924,9.24204,0.422671,-1.11348,-0.148592,8.5042,-0.378559,9.97661,0.402547,-0.705581,-0.148592
693292,1.01432,0.0500236,0.0765191,-0.83376,-0.930834,9.21121,0.423939,-1.11424,-0.149031,8.44011,-0.473473,9.91082,0.403815,-0.706193,-0.149031
694218,1.04267,0.0487045,0.0939956,-0.833419,-0.930835,9.20764,0.423939,-1.11423,-0.149031,8.69962,-0.485533,10.067,0.404346,-0.694775,-0.149031
694703,1.04303,0.0487041,0.0901718,-0.986308,-0.906171,9.19466,0.42374,-1.11687,-0.148276,8.55007,-0.460873,10.0191,0.404147,-0.697271,-0.148276
696143,1.0434,0.0487038,0.0863479,-1.11864,-0.84611,9.17802,0.423092,-1.11895,-0.148104,8.42108,-0.400815,9.96749,0.403499,-0.699201,-0.148104
697576,1.04376,0.0487034,0.0825241,-1.27271,-0.846422,9.17282,0.423049,-1.1221,-0.148194,8.27034,-0.401131,9.92733,0.403456,-0.702207,-0.148194
698147,1.07588,0.0683087,0.0992532,-1.27237,-0.846423,9.16926,0.423049,-1.12209,-0.148194,8.56429,-0.221882,10.0767,0.395569,-0.689274,-0.148194
699048,1.07624,0.0683083,0.0954294,-1.35271,-0.818915,9.18234,0.42271,-1.12476,-0.148617,8.48729,-0.194377,10.0548,0.39523,-0.691802,-0.148617
700270,1.07624,0.0683083,0.0954294,-1.35271,-0.818915,9.18234,0.42271,-1.12476,-0.148617,8.48729,-0.194377,10.0548,0.39523,-0.691802,-0.148617
700459,1.07663,0.0683088,0.0915042,-1.28428,-0.847993,9.18952,0.423028,-1.12522,-0.14833,8.55929,-0.223451,10.0261,0.395549,-0.692103,-0.14833
701900,1.07702,0.0683093,0.0875791,-1.16367,-0.85449,9.20517,0.422956,-1.12543,-0.148199,8.68348,-0.229943,10.0059,0.395476,-0.692154,-0.148199
702086,1.08897,0.108911,0.101922,-1.16331,-0.854489,9.20151,0.422956,-1.12541,-0.148199,8.79305,0.141278,10.1334,0.379142,-0.687333,-0.148199
703316,1.08936,0.108912,0.0979971,-0.984532,-0.843535,9.20017,0.422303,-1.12375,-0.147996,8.9754,0.152237,10.0961,0.378489,-0.685511,-0.147996
704734,1.08975,0.108912,0.094072,-1.0384,-0.861363,9.19168,0.422756,-1.12484,-0.147776,8.92511,0.134413,10.0518,0.378942,-0.686442,-0.147776
706052,1.10496,0.0686649,0.0980598,-1.03803,-0.861363,9.18802,0.422756,-1.12482,-0.147776,9.06453,-0.233565,10.0846,0.395133,-0.680308,-0.147776
706189,1.10535,0.0686654,0.0941347,-1.15016,-0.742148,9.18824,0.420969,-1.12666,-0.147858,8.95597,-0.114346,10.0489,0.393346,-0.681986,-0.147858
707620,1.10574,0.0686659,0.0902095,-1.28825,-0.717953,9.20661,0.419898,-1.12922,-0.14792,8.82146,-0.0901462,10.0314,0.392274,-0.684398,-0.14792
709050,1.10613,0.0686664,0.0862844,-1.28098,-0.790014,9.23264,0.420387,-1.13081,-0.147735,8.8323,-0.162203,10.0215,0.392763,-0.685829,-0.147735
709944,1.11151,0.0504763,0.101524,-1.28062,-0.790013,9.22898,0.420387,-1.1308,-0.147735,8.8818,-0.328513,10.1572,0.400081,-0.683651,-0.147735
710072,1.11151,0.0504763,0.101524,-1.28062,-0.790013,9.22898,0.420387,-1.1308,-0.147735,8.8818,-0.328513,10.1572,0.400081,-0.683651,-0.147735
710455,1.11193,0.0504758,0.0974317,-1.09746,-0.841168,9.27901,0.420682,-1.12947,-0.147864,9.06883,-0.379673,10.1698,0.400376,-0.682154,-0.147864
711890,1.11235,0.0504753,0.0933393,-0.879769,-0.935235,9.31167,0.422092,-1.12771,-0.148634,9.29039,-0.473743,10.1651,0.401786,-0.680225,-0.148634
713379,1.11278,0.0504748,0.0892469,-0.622489,-0.989156,9.35133,0.423123,-1.12438,-0.149228,9.55153,-0.527669,10.1673,0.402817,-0.676718,-0.149228
713894,1.11414,0.0465039,0.10307,-0.622095,-0.989156,9.34751,0.423123,-1.12436,-0.149228,9.56441,-0.563974,10.2899,0.404415,-0.676152,-0.149228
714808,1.11456,0.0465035,0.098978,-0.531409,-0.985223,9.37046,0.423611,-1.12234,-0.148889,9.65896,-0.560045,10.2754,0.404903,-0.673963,-0.148889
716214,1.11499,0.046503,0.0948856,-0.586538,-0.960794,9.401,0.423681,-1.12264,-0.148308,9.6077,-0.535621,10.2685,0.404973,-0.674094,-0.148308
717677,1.11541,0.0465025,0.0907932,-0.672479,-0.97025,9.43809,0.423837,-1.1231,-0.149016,9.52563,-0.545081,10.2682,0.405129,-0.674385,-0.149016
717816,1.03963,0.0731799,0.0739034,-0.672084,-0.97025,9.43427,0.423837,-1.12308,-0.149016,8.83314,-0.301172,10.11,0.394397,-0.704855,-0.149016
719059,1.04005,0.0731794,0.069811,-0.714682,-1.1003,9.45364,0.425674,-1.12394,-0.148395,8.79441,-0.431226,10.0919,0.396234,-0.705537,-0.148395
719838,1.04005,0.0731794,0.069811,-0.714682,-1.1003,9.45364,0.425674,-1.12394,-0.148395,8.79441,-0.431226,10.0919,0.396234,-0.705537,-0.148395
720520,1.0405,0.0731798,0.0656226,-0.587283,-1.21789,9.46655,0.427902,-1.12209,-0.148515,8.92592,-0.548817,10.0665,0.398462,-0.703511,-0.148515
721748,1.05477,0.0812623,0.0603439,-0.586864,-1.21789,9.46265,0.427902,-1.12207,-0.148515,9.05682,-0.474919,10.0144,0.395211,-0.697751,-0.148515
721908,1.05522,0.0812626,0.0561556,-0.45503,-1.2033,9.47061,0.428429,-1.12019,-0.148696,9.19277,-0.460319,9.98403,0.395738,-0.695682,-0.148696
723364,1.05567,0.081263,0.0519672,-0.31253,-1.18865,9.46088,0.429181,-1.11776,-0.148645,9.33939,-0.445669,9.93602,0.39649,-0.693075,-0.148645
724789,1.05612,0.0812634,0.0477788,-0.197421,-1.13064,9.44729,0.429358,-1.1154,-0.148542,9.45861,-0.387653,9.88413,0.396667,-0.690538,-0.148542
725679,1.06091,0.0830127,0.0576743,-0.197002,-1.13064,9.44339,0.429358,-1.11538,-0.148542,9.50282,-0.371659,9.9707,0.395963,-0.688593,-0.148542
726246,1.06136,0.083013,0.0534859,-0.171462,-1.06366,9.44406,0.428838,-1.11411,-0.14812,9.53247,-0.304674,9.93307,0.395443,-0.687137,-0.14812
727639,1.06181,0.0830134,0.0492975,-0.18595,-1.09168,9.43849,0.429847,-1.11294,-0.147826,9.52209,-0.332694,9.88922,0.396452,-0.685786,-0.147826
729101,1.06226,0.0830138,0.0451092,-0.25893,-1.13818,9.42707,0.430775,-1.11325,-0.148037,9.45323,-0.379189,9.8395,0.39738,-0.685914,-0.148037
729618,0.99186,0.0824352,0.0594202,-0.258511,-1.13818,9.42317,0.430775,-1.11323,-0.148037,8.80999,-0.384479,9.96644,0.397612,-0.714217,-0.148037
730011,0.99186,0.0824352,0.0594202,-0.258511,-1.13818,9.42317,0.430775,-1.11323,-0.148037,8.80999,-0.384479,9.96644,0.397612,-0.714217,-0.148037
730526,0.99233,0.0824352,0.0552132,-0.226852,-1.12197,9.40024,0.431078,-1.11194,-0.148101,8.84594,-0.36827,9.90505,0.397915,-0.712737,-0.148101
731956,0.992799,0.0824352,0.0510063,-0.15708,-1.04169,9.3632,0.430467,-1.11047,-0.147907,8.92,-0.287988,9.82955,0.397304,-0.711077,-0.147907
733372,0.993269,0.0824352,0.0467994,-0.0846903,-0.955259,9.3168,0.429384,-1.10844,-0.14792,8.99669,-0.201561,9.74468,0.396221,-0.708864,-0.14792
733567,0.994873,0.0893925,0.0603304,-0.0842527,-0.955259,9.31288,0.429384,-1.10843,-0.14792,9.01179,-0.137951,9.86447,0.393423,-0.708199,-0.14792
