seq,Fx,Fy,Fz,Mx,My,Mz
347,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
348,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
349,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
350,-0.305309,-0.247262,-4.99351,-0.0125894,0.0333582,-0.00399285
351,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
352,-0.292489,-0.236165,-4.97855,-0.0113928,0.0330105,-0.00480494
353,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
354,-0.280181,-0.23435,-4.97626,-0.00981936,0.0328829,-0.00597492
355,-0.280181,-0.23435,-4.97626,-0.00981936,0.0328829,-0.00597492
356,-0.280181,-0.23435,-4.97626,-0.00981936,0.0328829,-0.00597492
357,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
358,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
359,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
360,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
361,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
362,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
363,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
364,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
365,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
366,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
367,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
368,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
369,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
370,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
371,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
372,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
373,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
374,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
375,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
376,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
377,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
378,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
379,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
380,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
381,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
382,-0.310362,-0.252372,-4.99334,-0.0136758,0.0341023,-0.00290906
383,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
384,-0.307342,-0.252865,-4.99175,-0.0123418,0.0347097,-0.00366629
385,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
386,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
387,-0.275126,-0.237165,-4.9831,-0.0109336,0.032857,-0.00628233
388,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
389,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
390,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
391,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
392,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
393,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
394,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
395,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
396,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
397,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
398,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
399,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
400,-0.310362,-0.252372,-4.99334,-0.0136758,0.0341023,-0.00290906
401,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
402,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
403,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
404,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
405,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
406,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
407,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
408,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
409,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
410,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
411,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
412,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
413,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
414,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
415,-0.310362,-0.252372,-4.99334,-0.0136758,0.0341023,-0.00290906
416,-0.280181,-0.23435,-4.97626,-0.00981936,0.0328829,-0.00597492
417,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
418,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
419,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
420,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
421,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
422,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
423,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
424,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
425,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
426,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
427,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
428,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
429,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
430,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
431,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
432,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
433,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
434,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
435,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
436,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
437,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
438,-0.27814,-0.228725,-4.97797,-0.0100683,0.0315245,-0.00630172
439,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
440,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
441,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
442,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
443,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
444,-0.29298,-0.253364,-4.99784,-0.013213,0.0339454,-0.00438801
445,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
446,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
447,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
448,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
449,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
450,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
451,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
452,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
453,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
454,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
455,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
456,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
457,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
458,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
459,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
460,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
461,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
462,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
463,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
464,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
465,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
466,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
467,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
468,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
469,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
470,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
471,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
472,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
473,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
474,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
475,-0.289482,-0.236668,-4.97698,-0.0100571,0.0336215,-0.00556288
476,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
477,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
478,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
479,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
480,-0.275126,-0.237165,-4.9831,-0.0109336,0.032857,-0.00628233
481,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
482,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
483,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
484,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
485,-0.280181,-0.23435,-4.97626,-0.00981936,0.0328829,-0.00597492
486,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
487,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
488,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
489,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
490,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
491,-0.29298,-0.253364,-4.99784,-0.013213,0.0339454,-0.00438801
492,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
493,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
494,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
495,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
496,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
497,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
498,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
499,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
500,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
501,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
502,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
503,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
504,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
505,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
506,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
507,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
508,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
509,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
510,-0.284124,-0.240355,-4.9783,-0.0118583,0.0317501,-0.00559685
511,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
512,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
513,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
514,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
515,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
516,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
517,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
518,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
519,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
520,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
521,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
522,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
523,-0.302289,-0.247763,-4.99193,-0.0112545,0.033966,-0.00475086
524,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
525,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
526,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
527,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
528,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
529,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
530,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
531,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
532,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
533,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
534,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
535,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
536,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
537,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
538,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
539,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
540,-0.310362,-0.252372,-4.99334,-0.0136758,0.0341023,-0.00290906
541,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
542,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
543,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
544,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
545,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
546,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
547,-0.282078,-0.224737,-4.97408,-0.00995033,0.0324647,-0.00672554
548,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
549,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
550,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
551,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
552,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
553,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
554,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
555,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
556,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
557,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
558,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
559,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
560,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
561,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
562,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
563,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
564,-0.292995,-0.24545,-4.99122,-0.0110168,0.033228,-0.00516272
565,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
566,-0.307342,-0.252865,-4.99175,-0.0123418,0.0347097,-0.00366629
567,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
568,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
569,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
570,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
571,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
572,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
573,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
574,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
575,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
576,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
577,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
578,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
579,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
580,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
581,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
582,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
583,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
584,-0.310362,-0.252372,-4.99334,-0.0136758,0.0341023,-0.00290906
585,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
586,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
587,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
588,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
589,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
590,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
591,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
592,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
593,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
594,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
595,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
596,-0.280181,-0.23435,-4.97626,-0.00981936,0.0328829,-0.00597492
597,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
598,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
599,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
600,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
601,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
602,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
603,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
604,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
605,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
606,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
607,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
608,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
609,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
610,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
611,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
612,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
613,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
614,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
615,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
616,-0.2832,-0.233851,-4.97783,-0.0111561,0.032272,-0.00521694
617,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
618,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
619,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
620,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
621,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
622,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
623,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
624,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
625,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
626,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
627,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
628,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
629,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
630,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
631,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
632,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
633,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
634,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
635,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
636,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
637,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
638,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
639,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
640,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
641,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
642,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
643,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
644,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
645,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
646,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
647,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
648,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
649,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
650,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
651,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
652,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
653,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
654,-0.305309,-0.247262,-4.99351,-0.0125894,0.0333582,-0.00399285
655,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
656,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
657,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
658,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
659,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
660,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
661,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
662,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
663,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
664,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
665,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
666,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
667,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
668,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
669,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
670,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
671,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
672,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
673,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
674,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
675,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
676,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
677,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
678,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
679,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
680,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
681,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
682,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
683,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
684,-0.287138,-0.229865,-4.97392,-0.0110377,0.0332124,-0.0056408
685,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
686,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
687,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
688,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
689,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
690,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
691,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
