seq,Fx,Fy,Fz,Mx,My,Mz
1856,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1857,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1858,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1859,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1860,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1861,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1862,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1863,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1864,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1865,-0.293886,-0.259844,-4.99828,-0.0139112,0.0334237,-0.00476749
1866,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1867,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1868,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
1869,-0.29787,-0.247956,-4.98779,-0.0116008,0.0336433,-0.00596382
1870,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
1871,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1872,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1873,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1874,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1875,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1876,-0.302003,-0.246574,-4.98716,-0.0119878,0.0349105,-0.0045003
1877,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1878,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1879,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1880,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1881,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1882,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1883,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1884,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1885,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1886,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1887,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1888,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1889,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1890,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1891,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1892,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1893,-0.29298,-0.253364,-4.99784,-0.013213,0.0339454,-0.00438801
1894,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1895,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1896,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1897,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1898,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
1899,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1900,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1901,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1902,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1903,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1904,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1905,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1906,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1907,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1908,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1909,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1910,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1911,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1912,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1913,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1914,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1915,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1916,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1917,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1918,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1919,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1920,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1921,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1922,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1923,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1924,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1925,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1926,-0.302003,-0.246574,-4.98716,-0.0119878,0.0349105,-0.0045003
1927,-0.302003,-0.246574,-4.98716,-0.0119878,0.0349105,-0.0045003
1928,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1929,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1930,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1931,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1932,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1933,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1934,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1935,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1936,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1937,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1938,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1939,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1940,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1941,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1942,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1943,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1944,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1945,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1946,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1947,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1948,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1949,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1950,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1951,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1952,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1953,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1954,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1955,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1956,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1957,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
1958,-0.306231,-0.253742,-4.99397,-0.0132885,0.0328372,-0.00437136
1959,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1960,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1961,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1962,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1963,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
1964,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1965,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1966,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1967,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1968,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1969,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1970,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1971,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1972,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1973,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1974,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1975,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1976,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1977,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1978,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1979,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1980,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1981,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1982,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1983,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1984,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1985,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1986,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1987,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1988,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
1989,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1990,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1991,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
1992,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1993,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1994,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1995,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1996,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1997,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1998,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
1999,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2000,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
2001,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2002,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2003,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2004,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2005,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2006,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2007,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2008,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2009,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2010,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
2011,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2012,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2013,-0.299934,-0.248912,-4.99555,-0.0144284,0.0342749,-0.00405411
2014,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2015,-0.316353,-0.256033,-4.98698,-0.0132687,0.0336062,-0.00297607
2016,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2017,-0.291898,-0.244277,-4.99417,-0.0120134,0.0341392,-0.00589124
2018,-0.301999,-0.248628,-4.98643,-0.0119422,0.0321236,-0.00447498
2019,-0.308253,-0.259342,-4.99218,-0.0130409,0.0341875,-0.00404502
2020,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2021,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2022,-0.311292,-0.250934,-4.98715,-0.0121804,0.0328614,-0.00406229
2023,-0.31007,-0.251208,-4.98855,-0.0144072,0.0350456,-0.00265994
2024,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2025,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2026,-0.316353,-0.256033,-4.98698,-0.0132687,0.0336062,-0.00297607
2027,-0.30195,-0.254505,-4.99375,-0.0141804,0.0356236,-0.00372863
2028,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2029,-0.301999,-0.248628,-4.98643,-0.0119422,0.0321236,-0.00447498
2030,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2031,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2032,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
2033,-0.305031,-0.248128,-4.98802,-0.0132775,0.0315171,-0.00371673
2034,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2035,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2036,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
2037,-0.306231,-0.253742,-4.99397,-0.0132885,0.0328372,-0.00437136
2038,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2039,-0.302003,-0.246574,-4.98716,-0.0119878,0.0349105,-0.0045003
2040,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2041,-0.303903,-0.246976,-4.99095,-0.0142673,0.0324298,-0.00444899
2042,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2043,-0.302003,-0.246574,-4.98716,-0.0119878,0.0349105,-0.0045003
2044,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2045,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2046,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2047,-0.293902,-0.249872,-4.99238,-0.0117625,0.0354902,-0.00556696
2048,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2049,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2050,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2051,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2052,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2053,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2054,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2055,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2056,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2057,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2058,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2059,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2060,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2061,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2062,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2063,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2064,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2065,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2066,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
2067,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
2068,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2069,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2070,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
2071,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2072,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2073,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2074,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2075,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2076,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2077,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
2078,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2079,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2080,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2081,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2082,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2083,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2084,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2085,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2086,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2087,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
2088,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2089,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2090,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2091,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
2092,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2093,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
2094,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2095,-0.302003,-0.246574,-4.98716,-0.0119878,0.0349105,-0.0045003
2096,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
2097,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2098,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2099,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2100,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2101,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2102,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2103,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
2104,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2105,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
2106,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2107,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2108,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2109,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2110,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2111,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2112,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2113,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2114,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2115,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
2116,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
2117,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2118,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2119,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2120,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2121,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2122,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2123,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2124,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2125,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2126,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2127,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2128,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2129,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
2130,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2131,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2132,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2133,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2134,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2135,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2136,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2137,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2138,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2139,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2140,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2141,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2142,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2143,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2144,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2145,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2146,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2147,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2148,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2149,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2150,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2151,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2152,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2153,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2154,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2155,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2156,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2157,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2158,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2159,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2160,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2161,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2162,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2163,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2164,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2165,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2166,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2167,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
2168,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2169,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2170,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2171,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2172,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2173,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2174,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2175,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
2176,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2177,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2178,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2179,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2180,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2181,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2182,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2183,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2184,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2185,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2186,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2187,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2188,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2189,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2190,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2191,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2192,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
2193,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2194,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
2195,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2196,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
2197,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
2198,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
